Meter Reading (MR) Doc. No.,EQUNR,Geplante Ableseart,MR type,MR TYPE TEXT,MR category,ISTABLART_TXT,LOGIKZW,KENNZIFF,Record created on,Object changed on
"ao+ZoeJkwT+RKPjBYPeeQWzODRfTSXiXU+bPABG","DNTPKEAVSD/ByVfnlXHiNWRHiaSXXvpoqVFmTRT","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","TS+PfRsvxOmkITrlsASJvainceZtqIMnvBYXXiW","1-1:1.8.0",2025-08-29T00:00:00,2025-09-09T00:00:00
"DeWurYVmTruRemcZtTQnWZWOJVdWCcBETgpitLJ","NZlVvBHcUSGzSRBYZHXqAVmPePkwQVJA/LnufZa","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","AXRQMQXmamqsFHzVSTbl+cp+BbYPpXWC/wDWLvh","1-0:1.8.2",2025-08-29T00:00:00,2025-09-09T00:00:00
"LZRWNpxgYQTWT/wQXlIIDQARHvTRvWHKVZp/jgU","SVbnVPYivXYjX+ZRiUpZNEWcoTCLamRjRoBeqkH","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","BLzPdjVEvyRfkqLoRwuZDC/RtVTWWTZlWjgyXZd","1-0:1.8.0",2025-08-29T00:00:00,2025-09-09T00:00:00
"VuFlJIlNXABgvRVVoJvmYtGAleIVvwzYrZXuZQk","gxcTnuaFVwNmWVpzhBYnZMTaSoXQZBRSvURNLnw","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ttGGKYNWtWiIo+VGQYOcSWbQvPYejDKTEtnqzGX","1-0:1.8.2",2025-08-29T00:00:00,2025-09-23T00:00:00
"pAtUsYrPDFTTZrf/DEtpVFXXgyJjTQowYzuzckt","IYYWqKtdyEwxyTxFRpNrLGEEZcomMUNyxwicEgc","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","OIQDwyryURHNURRkKvaJzfYkZSgZbumtkFkQKpO","1-0:1.8.0",2025-08-29T00:00:00,2025-09-09T00:00:00
"BvoUaFRKhoRWZouQWWoTXfJQTKZVIAlxsBtv/xT","QQij+TXtjkl/ndYUKUqEeZmQjYDwaqxlAfYBVxW","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","WXRyIIQSqhXGwMhz/CYjYjGxGlHaTHdkTOiQ/xx","1-0:1.8.0",2025-08-29T00:00:00,2025-09-09T00:00:00
"SYnQzralUXvvJy+UwYSEmqMpQBVuwoOTBkRBpUW","h++YiWdrjWXYNYBJakmuXQRkJbgQDRBkiVtoHfg","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","QPDKiUHyLEFKEyWHRbaWFWQzkHEsiKANdmI/YpU","1-0:1.8.0",2025-08-29T00:00:00,2025-09-11T00:00:00
"IdcnHZgaxsIKZYyTOaCBcYkxONUuErQQwYZckUu","VlriTWUiAVQiVhDEZiniGswmZRwcUSPZLTPRFaZ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","YvyfYn+JYME/Wke/VckIlZVaYsgUYoVaSnXphVT","1-0:1.8.0",2025-08-29T00:00:00,2025-09-12T00:00:00
"GCEhviYLuNpdrHrIQdelRJzeqXyeiRcoRsRXSMx","KXYTdvIRDTjtLKBLHlBBnDOyruQYbEUnlIdvUNO","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","LnBan+bjxPtYnItXmZEeZhgFYS/NVbtOhAVWRVh","1-1:1.8.0",2025-08-29T00:00:00,2025-09-10T00:00:00
"HpSfVQVlKUzQGSkemYSXUNapQPUUqRIKkuOOskw","KBn/fMRxCnEWrXdxLDCDCf+YzkRPDYTeOx+UDYr","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","fpFVpoNUwJb+tNFRzofTRYxjFXqPfLyQRI+bgH+","1-0:1.8.0",2025-08-29T00:00:00,2025-09-15T00:00:00
"/VXHVTmxonaBJoyJuKh+KYcSLiaKXbpmWTFSyVZ","WdTZzk/ePABAVFGMqAWYFQiRfSqYdTLYDQorxWD","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","pU+qSvaExSDZZRpZ/PrZHbUWMWZpJtZKlkANYEa","1-0:1.8.1",2025-08-29T00:00:00,2025-09-09T00:00:00
"HTQDiyxiq/avTLSUEXESYLQTSQ+/rJldsvlDToH","aEsiXvKZbpfBKRWNToHNKXqVzEBItlTUiuGzoyF","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","MXHTOEYYmVYVZ+jqlVeLByTQHKJTuOAMQWiaGVC","1-1:1.8.0",2025-08-29T00:00:00,2025-09-09T00:00:00
"UmUZji+uTwKVQnnSHjaNdYNTqoJXbkUqHOnGojZ","VQSWSAnGUWkmFJhQcwljGUjZVfvnBpMX+SwrZSx","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","FXmWTXSuTgqqeI+wYlnSebRVZZSyorstiNUSPdd","1-0:1.8.1",2025-08-29T00:00:00,2025-09-09T00:00:00
"llpLqhSOrzSaahNE/GGAjnWTuEtFWQipSlzxPPt","fZVcAKg/OGXeZNXMHKyrorXkIUYcS+RFBIrVp/e","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","yaVGfUeamAGIJN/nzIdzVMOvziWkLa+mwQaBZZD","1-0:1.8.0",2025-08-29T00:00:00,2025-09-11T00:00:00
"PWqbGSSYppAzyoBxIWyHSNEXdOInoC+MbIacV+o","UOgnlcTvEnMGIogGGfqgfRiiUyr/YQWlzvMvRIg","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","UzkvIBefOsVBkhMMZbLGwUhHUdZofEasRTDWezb","1-0:1.8.0",2025-08-29T00:00:00,2025-09-10T00:00:00
"YdIRIuYsfONm+afYkcJKPSyunCkS/UtF/MxY/C+","QA+EE/WiBUQFJucFUWPZXsKzuYKRoVRIPlxCqXE","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","UbTo+KSYUXPWXuWfzBHCHSkSdJDkBxLPLRALjcQ","1-0:1.8.2",2025-08-29T00:00:00,2025-09-09T00:00:00
"/dQesvziVoWTQcZspYtZmxQ/LZshssVZEncoDZ+","vTN+zPVXoYDMJfFYQJzZkXVIZlg/RnYcRMJCeXG","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","AEXgnVXqZeQeXtEoLSwrKK+SGjfKatYKTmpQbUz","1-1:1.8.0",2025-08-29T00:00:00,2025-09-10T00:00:00
"pCWQcXL/ISEVZXQmatQpmZyqgIUTyAfZofGmGoV","IQdTSZUKVIQfQDkTMXq/DhJMwxNCvYwgvpwvxtS","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","HarOieEVqUCpSqkDUNYkfZ/SzjtjNYnVPipYymZ","1-0:1.8.0",2025-08-29T00:00:00,2025-09-11T00:00:00
"LuRtLHzxyIZsQVjfWpZXibrJfPSTewEqybBUSTR","UJ/HRohxyFqLPrYNNqRIGDZwlQYuDak+zx+lkgi","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","WyXC+kQsYWaLShRdNcfSWXPCSSOSSXZNXAbimVk","1-0:1.8.0",2025-08-29T00:00:00,2025-09-10T00:00:00
"UTMBsY+kpQRJjUSTdHiZpklSwUOdvMaXahKKBuM","/HWO/VCMIbVHflhiuGplTFJojXQKrBuyhLRwRMH","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","NBsOW+/jjFzgiOLRgEaAEyYRpBcX/MxxOUUriSZ","1-0:1.8.0",2025-08-29T00:00:00,2025-09-10T00:00:00
"DJjyQQRklsiySXExQRXRQRzL+cgsewvSMyEGWSD","RhvIYQCIS/oQehIdSfhdYyTTgcmmUOByzREBVHU","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","WTaMClUXTLtsDetmjRReWRygM+ZWdBTJfqUjXSd","1-1:1.8.0",2025-08-29T00:00:00,2025-09-08T00:00:00
"CEdgoYMWVKUOaWeKWPQhSZJZRstSB+bGZwbuAAf","kQeW/apFpRXNSuGPdRkRLQWJQo/CHZJJSUiYoUP","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","QoDjDYaSYAzbLYRNgtOxZXHEjwEWzVUhKNUwZVr","1-0:1.8.0",2025-08-29T00:00:00,2025-09-10T00:00:00
"hdOTZXRvNZHYTk+SPd+RbTZgeOI+PWyJxxuZDDD","mwWoYakChSfRmNMAQAUkbSqGUj/PtKwtjroQebS","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","dLSedSPSVZwWIZ/ropNjXZLRtFymCZQwQXbrmOP","1-1:1.8.0",2025-08-29T00:00:00,2025-09-09T00:00:00
"YGmQSEfPJVzVOXvBCqvEFrYRUOUlYVmiexudgs/","pTVhszVWJnQVgJTGdQUNiVeDTWdlzwBAPlXYuzM","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","SspPqKRWUubBMjOXSQUYAUkYJBtSzDQWYjWTRBv","1-1:1.8.0",2025-08-29T00:00:00,2025-10-07T00:00:00
"nks/JmY+FBXrSYDdGAKVIefBbgIBSRiBJmQJYWJ","ywhSGUtIQQEITCwHbRBV+ver/RfdoQnTSRTjgpL","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","fgoTTocVIJhQBgBcYRVATtSYmSqbcBTLQgxoWra","1-1:1.8.0",2025-08-29T00:00:00,2025-09-11T00:00:00
"wSpmSakAaBPmPcspTdKVRReYTxasVqXqBWzZRGY","qB/dYZKNTSUupadkUOJPgSZKgZrcrp+CVmBvsYR","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","XFtQLhdSLowcVUVFXYiETFYQGgYfAFIORKVVhsm","1-1:1.8.0",2025-08-29T00:00:00,2025-09-09T00:00:00
"huiEeaCWfQbWGrzZdSYg+bIUdYEDV+jpONiPyys","oLktpB+jhHp+RLLOOWrYRXcVQXkleTcZK+VdTWl","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","GefhZBQZUrljcj/TlhxZ/uvqwV/cYJRTLyixLZo","1-1:1.8.0",2025-08-29T00:00:00,2025-09-09T00:00:00
"uZkOVgsZuMCVkTiPzRTlRtZobWWWOlgrQsJTjWB","qHTtZDQyCZZeJzSEdUphZcXoUxNdbwnMuy/mmYv","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","xASMpZvZVUaWKgbNaQYmQIAwBTQdvgN/PyhqVKT","1-0:1.8.0",2025-08-29T00:00:00,2025-09-10T00:00:00
"'+YzSrdUh/MZFQl/OWBTQKbNYXCCdFunQHVAZSDI","SkxvjFTdTOQKcrrqzCgtmft/ZatWAiQwXSfYeYU","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","kRzXyzfYMGYAzwZeDUlFuHNDXJsnNYTPV+VT/uf","1-0:1.8.0",2025-08-29T00:00:00,2025-09-10T00:00:00
"aUaHRrI+nWBFZSptqqmuonuYpRApRTYS+SXNNM/","FbCBnQRttRUxRyFZbHzpMrRXYVdjXlBBfTDYWDq","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","KYmBFwynIYJfqRYfiUvUQiMMAYh+YRZXKGbuVmz","1-0:1.8.0",2025-08-29T00:00:00,2025-09-15T00:00:00
"I/RamXvyTGuDWxpYWFd/RxyLamOYYtPBtMYEBTY","jR+gDVVWqojDmtIKGfRCC/plCGUSyYVCAUOfADS","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","uBUcNwZFNYQSnLYRYPHbZMphVmzYtoAJfIFHFhG","1-0:1.8.0",2025-08-29T00:00:00,2025-09-15T00:00:00
"lWyVzVhQsbNsXLieYAsgVYnRTJLURvSmiPjJS/d","ZmEFih++eoSBWiTvYGNUTW+QZnneSSwWLIARMPs","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","fhCbSgVizkeBFLRVxVLHsGRRmrtTQoZRTSUTmvT","1-0:1.8.0",2025-08-29T00:00:00,2025-09-09T00:00:00
"OETFqRaWiQGFIyMQgBDLOyUkrTSVdktJWwXpwPc","HvpwFZNBBWXdtJMsBfdUlsAkVTTlVERBifQk+Ri","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","Xe+CZGVpiSJQVyhEJwPqUUORwjWzgWrhlXZywjT","1-0:1.8.0",2025-08-29T00:00:00,2025-09-08T00:00:00
"WazRMqwYXDVUJfxFgGxkDGRdIXUVHGVSHDTyeYh","mbTYRoYowVBGUBgBkHOqEYSZDovmtdjflYJxY+X","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","qzkLSTwpBUyvJU+VUqHlKZpjyQdZWodUdGLdNVQ","1-0:1.8.0",2025-08-29T00:00:00,2025-09-10T00:00:00
"VGJaBsXUjBuEyxZBQzayxCNnPLSaSOSvMQhBUZs","T/nhQuOWUwqyTJbFVjUTfTUZZB/HIcmSeQjZrHX","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","KEQw/VTZfbgOUtrZUQVFFaegZbjZAwoBVRzFpKp","1-0:1.8.0",2025-08-29T00:00:00,2025-10-01T00:00:00
"qlVbvwVwUQZMkUDCrZoiSATnBthSedSQ+r+KWHD","X+VrFNYJEnHKIvpaWRhPwrQqNeTLndDNYTgncQr","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","SMVA+stEdduJF+fSTFuUvZTXfUCnSZeVqVZaiRl","1-1:1.8.1",2025-08-29T00:00:00,2025-09-15T00:00:00
"gyaCSUZRDMFuQUoan/SCOVXKXNxYDVMXgxWvIm+","tQrpXQyMIZSDlZjasqXFpaTbHO+SvkvAUVgukyf","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ITZxxgzsdsFvSjTDAX+giWQMhDhmhjJiPGKTSLV","1-0:1.8.0",2025-08-29T00:00:00,2025-09-09T00:00:00
"AenzYQWHYKrxUiSpbX+aprXgTSPrQjSdWauEVQj","PbcyUQPbpuEAWaAuFOazIFDFybdWQHEQGLSAhzD","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","aBbNZtLPqrJOeQVAYJVKkeSEWQfpjsDhCWwRzTV","1-0:1.8.0",2025-08-29T00:00:00,2025-09-11T00:00:00
"pHaSQvJtFjlqziUKKQVlIVXULEVKOfrOtRRWFfE","MRh+ASmbzyISCVi+hp+QWZdUScOt+dSslYThWiC","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","SoGXYiBYYdHiWqiPhRcVFTByloIsNjQPZTcRfTO","1-0:1.8.0",2025-08-29T00:00:00,2025-09-11T00:00:00
"vVPYXWOYfUIBTbfUxKZJIdQUWTkEVVrXZcopT+j","pVoDXVDLJZvBEqidvQYgiRc/zPTt/vWlhCGKwob","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","YAUyFYWlnRDihCsehUCw/SWLBSyGSSkZFjte+iK","1-0:1.8.0",2025-08-29T00:00:00,2025-09-19T00:00:00
"YnDaovQZTbWjzdAaEssgjLpQvCWsdhdNSSWXZOG","rUtTVmbEhlvWwXsnjVCRlgrRwhugJcLUwUCVNOJ","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","MN+ilREA//sBZFqvySykSZZVPPkviySXtKlEQms","1-0:1.8.2",2025-08-29T00:00:00,2025-10-07T00:00:00
"CSAaSmRHRJpJYZUYiKpxFzefejcqT+LiSyU+OqP","PTTYKQQyuDJrWpiGkIaJwNSuTdUbVIwRIFRZLTM","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","SAlTXmAYPercQRyRnpbMkwMoBbTyEvQPUXqPqHC","1-0:1.8.2",2025-08-29T00:00:00,2025-10-07T00:00:00
"vWPVjAlHihKLXGIxLIWvMXDgDSQfkZvVuVGwSqf","gZjAR+z+UhFaIvZYSaF+AbqMpeSZySXwpzXFYnJ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","SOZsjpuZIZeGTuodqXEnkjFsnfEJGRGMRqtjVoZ","1-0:1.8.0",2025-08-29T00:00:00,2025-09-12T00:00:00
"JdTJcnUZpscTALCSBdtKQSdMVANDbFwGDlLAVQJ","icRQLjxTWTdWLdD/SVKQRJhnuGqvV+nYrokmf+x","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","dQZjQTITnBnjcOjhPjzvmYkIVCcUWVSBinNmWTO","1-1:1.8.0",2025-08-29T00:00:00,2025-09-24T00:00:00
"QPIjcXqfsdRVQhivCYhRQ+vpxhvfLQWXLXAHoGR","fGSwFsfSLtzMNFbcidVMXelsEVgolKDbsqGVQSg","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","YbZSSQDGSUNEjL+RTjTCQQEQKSJVLekOtHWfEXS","1-0:1.8.0",2025-08-29T00:00:00,2025-09-15T00:00:00
"ebloGvNwrgzdSfjOUkVJqISUyvJYPGGdwbUjTZX","QLkXzXaQWOZepjTwtiGshrUFwPaOwRbfRFXT/OP","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","WlERreONdvqRchmCwWsbnvstVhbQNtpBSRVvAVz","1-0:1.8.0",2025-08-29T00:00:00,2025-09-15T00:00:00
"ZUArYwZFRvtNxqJUXWON+EnhqcQjDTADJuQUrEY","cyHnkcBTtwfoWSFnmPGqwTZAkMYDHRwVC+nUsUc","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","KsGOZeNhPNWDkjSmB/fsLFRdMeJEYQQDKoEqbpU","1-1:1.8.0",2025-08-29T00:00:00,2025-09-22T00:00:00
"KDPUPJyipptvXZ+imcgSyRTSibZcSDQXTuSygQX","fiYGVhRDZWTIBlPxzQBJnRxjaFqhCAGzidXsXRZ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","sHeZtYDUdxCZiUpYQZobXwmtLlWzRRUFSaGkreE","1-1:1.8.0",2025-08-29T00:00:00,2025-10-24T00:00:00
"shBRxKllrQYnaVasOEVjuJuuTwsCXYTvvfmVDWC","iislPnTDeaarzeWY+StUxEXbMVLXZjaVlZulUXT","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","/XoEYZEWC+yukiQYKFpmnyoEtYRSwwylYXVsMXg","1-0:1.8.0",2025-08-29T00:00:00,2025-09-24T00:00:00
"GSHiGXAqmiUzTNmfbaumNcMeuhMiWxjXjJjFeVE","VZAvypTKlYgLenUog/uWHswhmaRVWqesWZRYHxI","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","PzdkVhWipTnaKlYcD+eCZFZRaVotZoVz/UWtUwl","1-0:1.8.0",2025-08-29T00:00:00,2025-10-16T00:00:00
"LXqsYnSbmIRCCVcSJtYacqKdunSQYQwTDSRRihz","KNTuIfLOQpJFMRVrFKGviTcTjbLluEQhQQJGzGJ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","vYspAZuzfjkVULaweQgWlQG+xVjuZthxETPKCZr","1-1:1.8.0",2025-08-29T00:00:00,2025-09-12T00:00:00
"tIQ/TX/bypRPgXcwCDtFZADgBZocuGhMQd+LXOf","bFMWaLYKPZyIToefAFJqbQCbqZCrMZfWVqCRMmL","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","W+GSXLHjuHQhWwpVYimrYQWQCYZUoRHEMRWcUpP","1-0:1.8.1",2025-08-29T00:00:00,2025-10-07T00:00:00
"abJXkYWWMuU/WRXUXojIDUJxPvDGCsxHvHWFwXR","bFMWaLYKPZyIToefAFJqbQCbqZCrMZfWVqCRMmL","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","QMQCPWKAYPkTXTrXZhXh/+ZeXLpTReJOzupurXC","1-0:1.8.2",2025-08-29T00:00:00,2025-10-07T00:00:00
"YZPDBfnbQAgaWTnQcVNQYGFeVXdQVjLTFMhUaJA","pRqFVoGphxGaXhHwaxGuXkZUqqIAhRRODcnRZam","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","RCXW+UJWQPaRsVpqebPVUjeOEIhXaKgsIhQaYtC","1-0:1.8.0",2025-08-29T00:00:00,2025-09-08T00:00:00
"w+VjQkVNCiAYgRXdiQoQzYmuHQcxXdWWAnqlUNN","RRAI/xCzoiXZTzlvclzwmPXdTGVVrMYKRmfPzpY","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","TCPHAdDrSUfyNyRlcqnleM+lbRmUHzxFXXdbnZz","1-0:1.8.0",2025-08-29T00:00:00,2025-09-10T00:00:00
"fukSIRmz/nnYHVdOUhrWCXkOrZdTWiRmYBSTXsc","QQSYxWTa+VZukXtTUjdrv/vnZJxEYhJvwV+HgCS","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","KEbPVueAuRYbiWOmZGmUWAgxnoWuaER//VxzZAx","1-0:1.8.1",2025-08-29T00:00:00,2025-09-11T00:00:00
"GKEULVsbPgRl/rWVVVlmFDUfayyaYUTLq/bHZom","VrY/UPZsZTWYmE+FzRp+giFapcXKXWsZkAbfpuU","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","WTZQoZZq/AdRGAlvmVjQMh/JW+ZkftrgmreBalw","1-1:1.8.0",2025-08-29T00:00:00,2025-09-30T00:00:00
"MUsm+fWjtEMDuApUrMfVbRSwKZXzSEAboNkzPwd","lZ+zVOQpJTHtrTuGXrvVhbbXXOenpQrAoSNRGkU","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","VDptqGROzVLCqkoSDWlv+bTECHVRqUSjQke+YCp","1-0:1.8.0",2025-08-29T00:00:00,2025-09-08T00:00:00
"YVmrQBDYRVOpXZQqBdeWCRfjOojNcrxUsjqiQRC","SNSSgWqhRwkKVFlcZHhJTPKLiywkdmRQGjAGZuP","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","t+/HMQOuJFYJsDUazSVhIIVkipqSZRlFPBKYumR","1-0:1.8.0",2025-08-29T00:00:00,2025-09-16T00:00:00
"KashZmZgTqVgnepvjuBlKJzUJZGhqHPlBJbrNTh","bFQUhCxWNvydKMjvaKlUFYyMUOCYxBJQHjXZGMN","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","cUsstYZGUxGR/aRwTBjY+ULoWWQmT+GDEVZVi/l","1-0:1.8.0",2025-08-29T00:00:00,2025-09-10T00:00:00
"wOefXRTZL/MWACQTZsZyZZHymUyFdITmXJHZIvQ","gbnwYNRIGbTLEfFiOAwolMpiHyisTtrWBsCpjWE","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","IehsAmhwgruRFRQWqyFSIUUZ+YGgUnBQNBvcQrZ","1-0:1.8.1",2025-08-29T00:00:00,2025-09-15T00:00:00
"JpNWMeaSKrQbHOJeWOZcizypIMxQgRHMEankLqj","gbnwYNRIGbTLEfFiOAwolMpiHyisTtrWBsCpjWE","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","WVTvyeiaPWdjVzgZkSOlvEdEdZLXguBpIRCaJqm","1-0:1.8.2",2025-08-29T00:00:00,2025-09-15T00:00:00
"/VwOMIVQLaxjnDnVqvZfVHXCjQLvTXTEOKWLjCQ","rJNrLPXIQnsbxpnZYsOVSoSvgBQAWoKllBTMVMN","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","FWhFEBkcOvQoXDEpROSUpLKg/HxRwNIUZAWXHds","1-1:1.8.0",2025-08-29T00:00:00,2025-10-01T00:00:00
"fmUOpSlGiB/XfuPgRCWcpONszsatAQbvSMLXGlP","UYemasJUYfVSQwecbsTbeRgwOVUbWMBpJMKgYdQ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","rJSJhTlsQmTOXyQRuFDTJRgVWoXZjfkZQWZTyjY","1-1:1.8.0",2025-08-29T00:00:00,2025-09-17T00:00:00
"vxgwYRvQYxZOhSvNWuncbnnsgWzBUifutATQKwv","SSNYqeZREiAUyBqdtJ/TSnFSXRV+HQCPHQvXNpT","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","kmXtyQdywegjmYqAjtDB/nbViFIzmpAq+yiqVuU","1-0:1.8.0",2025-08-29T00:00:00,2025-09-09T00:00:00
"LcTJkJcGRPWQFxHYVMsBeGMq/sEeSJJSQXcmYWi","vPGcRriYbcGsSGYUBRvBu+SSVYhyvNAJTYEycPc","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","xWrnVHmwRYeBtYJMLIVrjFiTksYUjZZQwmLDpFR","1-1:1.8.0",2025-08-29T00:00:00,2025-09-08T00:00:00
"UqP/LUCKWeQDmMRjRyVCUOxVoY+qBNkHGCiL+ZC","ViTSY/oXZbAlZVvDvuZjkWvYKfNJMwGhNUTLjpD","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","BApJWC+UEZVWUITIUzWxphWdUBXsSzXYp+WScYx","1-0:1.8.0",2025-08-29T00:00:00,2025-10-07T00:00:00
"/eGWVtuNaUC/ZtWSVljYsoHXzCsDTRgvjzV/VYd","YuyxYmpqWepMcfekCRlNkWIKLXUQvywGhUnUVXv","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","IYbhVZeWrXWeWkCBK+Vo+TeYziRHrluWoTaMawM","1-0:1.8.0",2025-08-29T00:00:00,2025-09-10T00:00:00
"YjK/tXRTUpcWQXQBKEBQd/XKVvOHOWoTeksbXga","sGaZiaSDb+jWfCAMVoYkSDmnXkzOudBHWfNqlAJ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","GOUiTUcJiGHUMrKSuQtMbl/yXujCEYYSXG/WciO","1-0:1.8.0",2025-08-29T00:00:00,2025-09-19T00:00:00
"C/pckYVDHAFQxCvYrwQdR+DwWhQXjWwgeR/UGWW","UozJXkrbYQiTneGEwRRDj/zFFRVSroqkUJzot/c","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","aBGGwzyaaAZgxWYTgVJ+ZYjwhoSPRWiQbPUQBWe","1-0:1.8.0",2025-08-29T00:00:00,2025-10-07T00:00:00
"ZyDxRIeSoZaYfspMuxmNJTNQtjggnQzYUGjAvXk","ghKVH/PsKHkUVPNWaYggLBUkhXTywPTdU+WGgbX","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","'+YOeYXSNrTqseXYRBtQbtYRTzrmScLvPIqHqVUz","1-1:1.8.0",2025-08-29T00:00:00,2025-09-18T00:00:00
"ugxmhzmRNr+/DQR/UhcRqJASw+XXYRDoPYGZYjr","HaKUXmJFYpYyGVBUWWvQUfmIRCJDNtyQQQOxUw/","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","sDdxQcKTwRESTwILrMptMFQrEeotVrafTOCLZdY","1-1:1.8.0",2025-08-29T00:00:00,2025-09-16T00:00:00
"rDSWtSVWdl//+RWHZQgVNNQAPhYObRgRAxjtyny","vVkiOsgR+EHvQilYOiaSUXdcmfPjiLUNmLTSFEV","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","PRNNfYUCJXdikdBLxRAROBOXzlGeEIrSSUfOSAG","1-0:1.8.0",2025-08-29T00:00:00,2025-09-10T00:00:00
"RMhTYKFUSXSULSQFUUpaKK/EfOpSVeWhOvCUJSH","lUXQxTZRxQrQZrAZMX+oGsZZOHuvVaYaUdIRkwZ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","RhMh+uwbUHZoYomvDnvVUS/RTjYJkQpIAQZTQC/","1-0:1.8.0",2025-08-29T00:00:00,2025-09-09T00:00:00
"fXVKxAMUWYrxWEeVZNgfXufoZyDQLnawSVC/Mez","WmPlrmUDusQriVtRVqMQ+DCdUynTDjOMVOOjwdQ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","QzzsGptpFZRzNAZxXGRSjafLdCLtQTLTETTVXZU","1-1:1.8.2",2025-08-29T00:00:00,2025-09-08T00:00:00
