Meter Reading (MR) Doc. No.,EQUNR,Geplante Ableseart,MR type,MR TYPE TEXT,MR category,ISTABLART_TXT,LOGIKZW,KENNZIFF,Record created on,Object changed on
"qoSSnlqHYyOqrbyrfxWSkUqp/HAlYlGSQqtyyYn","gJJApdvfKQOFOSnEUqQfyQhCPBVShOYSawzSrBg","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","nQwTzsisUGcsyUFCuQGqKRyncMUFd+eerepukgT","1-0:1.8.0",2025-08-22T00:00:00,2025-09-12T00:00:00
"ZjWoW+FTPiIXUNDvwEDSuwUBQQRUgPdKnO/YaSJ","ThEvdVfOcUCBdTDN/gchdDNMizSTRRRfgJIwxSt","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","g+TENZRdcCHUTZURZYysUCVKnUMZ/EQJzGqyeko","1-0:1.8.0",2025-08-22T00:00:00,2025-09-25T00:00:00
"GTD+YEWLH/iKbQeSRQMcdwUbnIDsceKxntqFcar","wKgRSVNIk/AVIFJwqKRtnIUqRHCaYnvFYmprRqw","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","geIwOpZZLI+YgtUhwijVUtgJtwzWhwVCXTuQSOU","1-1:1.8.0",2025-08-22T00:00:00,2025-09-24T00:00:00
"qXEVZNmijlgMXFq/EQ+LFkFVgX+VwxtYhsMQTrx","WpVhWqXXlTBeAarPIRaqPCSOKoXYQYWVZLzHMIL","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","FsAMrZcwYeXanxlQSUJYneQaWtMtfYUZSWUgOVv","1-0:1.8.1",2025-08-22T00:00:00,2025-09-25T00:00:00
"efWEZnHAhlmXKSKGhHPZGlAexZsVzfqfPWUxGTU","WpVhWqXXlTBeAarPIRaqPCSOKoXYQYWVZLzHMIL","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","XI/ppOJUeggKftrVP/KtlVFASHSzcBoXzgHQSTg","1-0:1.8.2",2025-08-22T00:00:00,2025-09-25T00:00:00
"Bmqpd+PhTsSEeSGPXJVYbVrCgzWBjRyUNVTAKpW","VDDIFGCLz+IOtWhVnxVeDQSgkHKTduDxCWFSeRV","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","YUopLBMMjlXavuewYjgDDCVRXFDdwGklrPxmnVi","1-1:1.8.2",2025-08-22T00:00:00,2025-09-01T00:00:00
"nyQhKM/CvWaCIRFIoUql+scRviYWlZmAjwnXwXm","TUSiRTQZdnWoXVDeGIpQruLSPZWauop/pSrRAod","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","YRDqXZe/g/UJVksdZoqMSYvJYRiERdFwDPXToXZ","1-0:1.8.0",2025-08-22T00:00:00,2025-09-23T00:00:00
"UXUzWDRYelqLgMVvJaeYUzjSMWQKJGVtShuNZJD","deEceRQSVpNVhYc+YqJJAsASGJv/YOVlVZe/WgG","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","OXvYVmrRlZVCdvx/YlwRzDoPZSNkdVGUNUHWqLm","1-1:1.8.0",2025-08-22T00:00:00,2025-09-02T00:00:00
"U+iYFwYjYGcRvyMluNhuHKXNUgjpFIGeYwPDGGH","HfjHfYuGDVFquvga+SujwcpPKFNEBGOWlhRTRU+","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","cWiQZGzCERPibrMzzZZOqlaHsVSYfXSvzwzomWW","1-1:1.8.0",2025-08-22T00:00:00,2025-09-17T00:00:00
"EaZfUHZAuEWYIMUZdVQ+RNskSTUQVwqUdZQIUGT","DSAHYUPSguDLQnYAPWgFRmRZnTpPqv+MYqCxYRm","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","PWTUFNSxZjxutJKWFZUZbpFrHpQkNUSxbid/pdR","1-1:1.8.0",2025-08-22T00:00:00,2025-09-12T00:00:00
"LdbmDCkZ+VsenXStyxMubRiuK+TMi+YAOql/rkq","LU+rNWTNxBaryldexRVq/XZrwIlJbRlyusTxxEC","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","SavTmLxpolxXusgPkjU+YnDHSYQpdjbS/PFuesK","1-1:1.8.2",2025-08-22T00:00:00,2025-09-04T00:00:00
"MQ/OWquXpQvXdpXo/laOXTTKVoOlyRsuSzrZAFP","gbyfs/TDXfYKVnX/rUTZUTuPdEEWOecDQqb/Y+M","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","XfjQoDRajCtXGNMVRktSYvOFmbusqOWqIiRBmPr","1-1:1.8.0",2025-08-22T00:00:00,2025-09-25T00:00:00
"b/EYSVOaQqmgzIXeubBSGCi+HZtRXofolrSWEfY","YfRjW+VotSbBlDmzGjptliWtoVVmsuKSiYgvkNW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","WLNVFVIfdwELtTVcAKtNZdBVBDWVUBMYIjUPYfs","1-1:1.8.1",2025-08-22T00:00:00,2025-09-23T00:00:00
"zRESdPataVCsvHxncGMURZ/eUzNMoZWljndzTQX","mmEAiHUVOnuVVMSbTliFSlWvRQsTlQnMWRAVWfZ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","xgbZjSRXtVUYJAQvfRcZJQQFUezaflSiHVsXYZw","1-0:1.8.0",2025-08-22T00:00:00,2025-09-09T00:00:00
"QDYIWTUHiSPLVZ/ZhWJyOTrjlJxnovb+TBVSnSf","bynOdsVPWUhWVSquTBWAYELNRPYCQYRriDQrqSV","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","On/JcEMquqaXVmMCXJZTcmGmfxbwSJdqwrdSWgX","1-1:1.8.0",2025-08-22T00:00:00,2025-09-02T00:00:00
"lsWhGNZLQngCWQXyO/UwHwYSvJX/VUoik/PbRhh","ImxTYrXzlADJneaPfVxOnLXEAyYNAjLNVwrIzkC","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","iWQvcSzhyBXLYRLeasMUUSgxuPPPZHgMMyKKwDV","1-0:1.8.0",2025-08-22T00:00:00,2025-09-02T00:00:00
"JivwS/lQZgNjBVYQRhQSVTBPHTOVmWDVhvWJFdb","UHzYLOaS+TiQoHbcwSSTZVMQQrpkCwsfQcU/Rwn","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","MFApPNPuypMNiRvFsVcSKmh/VgclresrUWjiWGQ","1-0:1.8.0",2025-08-22T00:00:00,2025-09-02T00:00:00
"ZOQjMKHaIzMnOSSYQNdyrAKm/VO+D+SVmxIvQlO","KQ/QZRrdxpwenw+BPZsRNXUTG/SRevhJAmINrNQ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","MGKfzoTWjdRV/zZdUYRNdUeWN/zxANBDYN/GIHx","1-1:1.8.0",2025-08-22T00:00:00,2025-09-11T00:00:00
"BgYQQEXbjMtifXUmtjQ+nUtIn/zhLYJOyEKluLZ","Cn/IWEubDANwaFSTYMomXrZkYXttXYPnJVihLsa","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","xhKWzVWLX+iRhUUZ/URaiGUWUXV/ukTtTGVqGsZ","1-1:1.8.0",2025-08-22T00:00:00,2025-09-05T00:00:00
"FbARTQrRpVYYSCUBGpEljUjHVbScpwnADtgAaoa","TfAcXcrorCYhRArVAECNrCSWZM/Kj+OtNaDtNLV","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","SXneQHRmZfxmzEHXCoekoESSeYzRjJTXrTvhVvY","1-0:1.8.0",2025-08-22T00:00:00,2025-09-02T00:00:00
"xVMVArQyYAVuXJXxyQpoUui/FMmYtPBQzsPTGlS","rEreAAPxHAIWQaenRaKZ+PUAZUTVDJVMmtXoUvX","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","zMPEVTidHUSqCjIXdUpmmTfZWzgNITiBZTVdYED","1-0:1.8.1",2025-08-22T00:00:00,2025-09-25T00:00:00
"EgsPXoEW+IwbXxnKVXhXbjbnLCPZJU/UKRaBFhD","YBWx+vSZBOUEnfLGaRswjnjPfYjhhsS+WSNCGXf","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","RJ+RsGFtfvWNsDdXTzUTxUOTaeFCrWauZ/MTVPM","1-1:1.8.0",2025-08-22T00:00:00,2025-09-16T00:00:00
"KWPBDMuycuUdwpjjpdiBTgYgTZRHEVXfTmIvbxc","IN/XWYOoKurZhFUGqLTNAHgSFQ+FYWRnSsNjgpi","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","PW+vHNSZAxiZDQbszPdrvtBsQaQOZ+grjlmWSHe","1-1:1.8.0",2025-08-22T00:00:00,2025-09-09T00:00:00
"RcrbmMRrQvtZMqBDMhhtAzbYIOCNksrbSzhUZSn","mSZmvgvOQmqUJiNyhcbJBFEcwgvpNTGuUhCVWFm","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","mUspVUOzQHFTGbWsUTXYxsMRyDyODthWNwR/Qzn","1-0:1.8.0",2025-08-22T00:00:00,2025-09-11T00:00:00
"QnQdwLEGG+gXjtUfSDBPQBUNowJDbSuRNwiyJww","QtSwpEnAWoesy+TUTQXTxpQmEPvGauyftk/FITr","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","JdZNOrjQnXC++FdurWVkRKegkjWOVBVWUISWDwZ","1-1:1.8.0",2025-08-22T00:00:00,2025-09-25T00:00:00
"UwvATrUoRpCfc+WUjCbZahfrNyWUVmL/SCEQyHT","VGrWJXwRccsfhZscQXgWDXLVKLfWaBgmHUDVxjH","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","rRtZCoHSXNQ+AQcYYnQjCX/YWAokPTRCyVcqSNG","1-0:1.8.0",2025-08-22T00:00:00,2025-09-23T00:00:00
"DLhoTiAJnBTSAYbfwgab+vOl/izbRbWiLc/GJYI","QcTaoZVZeOD+VchXOCJfSUeCmiWoHLWe+ChQNUV","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","qVYXEaMTTRhDztXOrQrzGZFVUaSCYbDzQYYYSGX","1-1:1.8.0",2025-08-22T00:00:00,2025-09-25T00:00:00
"ZyxddCyKTnGZuFfthZOGSNeWnMMVuS+yilPPysZ","PwJFWEkWOU/sWKZnEbITPZXbwUUbMOQyTamTXFC","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","bRVCQQb/EwLmnvYYZHzRJQfwvESJwoZgWkZcZ+q","1-0:1.8.0",2025-08-22T00:00:00,2025-09-08T00:00:00
"QTWNNvweQNXfpfepuQNWbdTA/RXUbqRbMVeQlHp","mwbjLVFQREfeteNPUAVzuoUMkaQlqZuycIUQpYL","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","NP+cVSnFipZbADgYwYndgfjnJlERISYmYYiQGcJ","1-1:1.8.0",2025-08-22T00:00:00,2025-09-09T00:00:00
"mWsIeJYytppSMyjZCldkirhYYfSDbYLzW/KPVFX","ysWjJ+QiTgaOzRUPgxWBWfcYXYWCEiSMpFvJ+Os","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","QMRXlABWagCRkVFfohqvcTKbWdDPbfFq/ZgoJHO","1-1:1.8.0",2025-08-22T00:00:00,2025-09-15T00:00:00
"YRWHwoUpOXZoNuKkSOIfyoUXVZyaVKNeTribrWa","ScUOXKYKRovAmTXPkaSxZSjkxhsvseNmZkuiLYV","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","BQOkhVspdkkLpCMFEkGukHsAgXboqmklIckwAGM","1-1:1.8.1",2025-08-22T00:00:00,2025-09-15T00:00:00
"'+avfBRadQZifkHfUxQRnzaCTlJPcIHimDUGRNwU","TW/ksjiozLSWVXEgDWlUZTrQZT/DAt+JNDBLelt","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","DVMSMFzfnRedXLEaLRReZfPTLABmdVngVHTyXHS","1-1:1.8.0",2025-08-22T00:00:00,2025-09-08T00:00:00
"ZnavfeYACtyuWNGRZzqJoMSYCiKkVVdESKLZMIU","RRKdRRZYA+VGULpUWoaMfSYfBDZ/zSRWOUtu+iV","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","jruYiCTwXGsd/XsoWZSOxYWleooBXTkWhtkhpfY","1-1:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"qnTvTybWGBZgxtEQnPTSFBTtOSIbBtJs/tlNvQS","RmLyzeISxdNUifsWTdyMYhyUXHKUvLCBBTRSXJZ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","bYcxrFeAURrMotXGFUQJVV/vYmWtvZHSvZvIjGV","1-1:1.8.0",2025-08-22T00:00:00,2025-09-02T00:00:00
"kEgNr/eEYqRXhrztjydscdOJlvXTOuUFInTUMrN","iEUyvZaylXavQHZsQUQHtCWrmUcecnijiBWlbXZ","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","EFjZ+FKXYWZVujKacOeMfMESPClYaUWwkHzVLlr","1-0:1.8.0",2025-08-22T00:00:00,2025-09-25T00:00:00
"rSYGvjLpeYQZpntLRSXJCknRHYuETzVoYvtS/IK","rJWdNkwmqgtw+nY+kbS/vzZrLWq/SGRBsRkcCpK","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","fgYBpBbQJwUIzoiyhKTVZSIfQEzkXpyHVcVVgbd","1-1:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"jtwrFrcTCWgPRvprQVTvNUBXHaKgL+NSAXlpmlh","pgGwH+jLSAWzdRomQFGZZXWVaXQsTWlfCSYOvwk","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","VzMUqXSqmkAEAZDxEeVOmgWpDTooQTfRUkwXM/F","1-1:1.8.0",2025-08-22T00:00:00,2025-09-05T00:00:00
"ZBFXZkQSFEWnTVpeYUgDdPtpoBsM/TuDXroQWzD","KEphAfSQ/HNRjfpWYDPaCqmLYHTTBQMrInbtlHS","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","EUK+diGGGTR+HUdBzpRRqxkVhLoeKVJQUfX/OsQ","1-1:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"USQbdbdWhXGDvPEgePNRgxbIqcQoM/rSIEiMhHH","KnZSVZWIJjlqlAMwoJPf/XLumOvALeyuYFHiJnk","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","rCpqYPK/RCUHvnrPkUMXbBxAFkoNGSxyRAnUKfS","1-1:1.8.0",2025-08-22T00:00:00,2025-09-02T00:00:00
"fQxkPwRUJWUWrqwXQgUZczdISqDJAnbpZMWRTHw","OpYASgAVknVRNcfetMeghrhKXRvUgYEWBLTZZTP","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","mJzzKnCIkXLUWqGWIogcrmOQjGoiRFtUrT+XvMM","1-0:1.8.1",2025-08-22T00:00:00,2025-09-04T00:00:00
"'+Z+XRASaDiYrQQGdkTubVmRRhGXV/VDyFFWgKzl","OpYASgAVknVRNcfetMeghrhKXRvUgYEWBLTZZTP","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","IVIOLjCXrBFOGKDBJAHRVShdRFMNLaNpjXOoQzT","1-0:1.8.2",2025-08-22T00:00:00,2025-09-04T00:00:00
"DdeBXNrUxbTarfuTVdwXwwTKJOEmRvJXIMNXWZU","XZMYPXdWkDZSYce+sUxCEmjJZsJFLy/GI/WNUFn","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","QrUZCNAWbHU/pHrYWDiPuUW+DgV/ZTjwtCbCjwP","1-1:1.8.1",2025-08-22T00:00:00,2025-09-04T00:00:00
"KOfnyRyEhYcl+bgUd/gAlnDYbrAZSz+ktjgVjcN","tZPIgBXsvpWWXKywyVIVtmtTXVAiQSf/UhoeBjx","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","HjniSwPepF+RXiPZAS+UzUXCRZRu/xMWvWGQRlL","1-1:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"TxS/fJSTbssunEuPpDXQiAVaIyvsTijVVQbWStj","aj/VaIYoQHRLSwnWQ/ybQuXZ+MbjRYQnGteJVaZ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","yRZcuRRDoGx/VeZLRsZuKYhqVKkr+wfTodPTfXH","1-0:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"iggLsjQXozRxbSobvisuQbSMHUYLcTUHCXWDmTW","aCdMqUVHOpqwYXhdpWAtEBsTsWnWw+qXfUAZ/+R","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","zpuQFkEHlbAZeurqujDeQxfExxR+BcObTgMVaYo","1-0:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"/y+cZSSBGZWlDSVHyE/zePXgZE/fPXeEJ+TTT/n","YbLutopZbrdQHBvZMhRgermrw+UTOBIWjVmyZzc","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","UJSveeBphusstUaQrVwyfDnEUKdHNnShpRcTJVT","1-0:1.8.0",2025-08-22T00:00:00,2025-09-25T00:00:00
"qTYTn+nxQVaURTMvwyLsPmOdWfVlkNrSXjUWwMb","vmWVrbCyVQvMFCN+FKR+ZsRgWxQWQFvYZAbQfSW","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","bWMQWCZWD/DyBlUYTtDTgvwWUQpxYspSRXaYlXU","1-1:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"COxCZuwFVcTKPARrrBfXdYAkULIWBBZWUzCzUrR","/dpkBZFKUQZcTZLPvdMVZRXGbblRGNiwkRlOZpv","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","gQLmC/YgQbdpTI/bpfpftU/odtZhbewWjPrVtNh","1-1:1.8.2",2025-08-22T00:00:00,2025-09-04T00:00:00
"cLXZoYaTyNQDBnoMkJBEWTWJneDLRPVMCurOkUx","VN/wghwZRG+ffSFomPTgStuXwUTZp/SgyXE+YFV","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","TGhxHviYfYAYExOgouVzsHtSqSgj+VtdkdKDebR","1-1:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"JgbrRSvWXJUjDtYofuVJcx+eXFUZVRtPiRGnswc","OkvBwBZQTceaWSKViDGJYefQLkMabVRYwwqZm/y","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","kldJCDWRRHnxRysYvgT+++ejjVmOPOSTeKBwwtP","1-0:1.8.0",2025-08-22T00:00:00,2025-09-18T00:00:00
"FAdpvyDFZlXTKoKINDSCDnOdVJbMJUVGaO+nSTL","ZbQQuYfkTrurUuwRsNSHcOmVDVyTWUkuzjzRmeL","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","UWCDsVkSBNVRXZgHkGMHPIAzFOXYWyZBvKZaZao","1-1:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"ZwnqEDJoWRFFXSbRqjdkgUSVCgUVWsmDZIEf+QW","EuKIVGGNZCoawmRrBnijrQYEgeqQvlDO/oxQP/X","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","UrmATwFZhtPHWCmzjJLWXdrAlGukZYQaVAWsNVB","1-1:1.8.0",2025-08-22T00:00:00,2025-09-09T00:00:00
"Z+YZJQekHAETtdXfaBRgMkQwgnKaCTGuHugTKlp","LicYXAySnnWWZSeZURavgWGQALOwrSWAIdgWiKX","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","TSToKfqxJkeVEiaIuUXypbUvhKYZPCsgn+rxIDU","1-0:1.8.0",2025-08-22T00:00:00,2025-09-16T00:00:00
"sShUieAY/TybNXwqWOjYkZIZsZOSjRPRYPRgIcH","WJEZRFDVQrDzTZtYZEoghUWYvZggWQ+YXcEEYMj","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","fYSTIuWZTqLgKUrQw+Y/jUqlZSirtMGuTLOQbQv","1-1:1.8.0",2025-08-22T00:00:00,2025-09-10T00:00:00
"aKRCvzJYyRIzfL+xTrTcIPpWziTPIbZayYWjMnE","FPyWEwtsRZJZIWfnedSkY/uSQ+oCSMzSqENSAXb","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","UrKVSHYZYWdTqoFxyWEUbhEQQznmkXWyHOw+qHO","1-1:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"HXXWNmQCNAQG+PQrXxVJINkdlbWHYPd+XXRUSpS","RXdpwfzyMABBfnPNpVBhYPpAmBA+RtHRsVAYOcR","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","HKRayVrmgnBxWSWAFXXnTwVVLVlXsZYuabfvvDU","1-1:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"oQaEUYcnmAFCwIQPwkiWzryRWgGzXHGEUwGLKaG","VWSXcV+yLMEVSqFgHTZwHkOXtCWPEUldXjeuUdH","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","VLpKEXlgVTfOWHCNILvtf/TBQZfxHxqXzESRgZc","1-0:1.8.0",2025-08-22T00:00:00,2025-09-10T00:00:00
"UlQhsEqBKbb+tnGGeQqWnfpRjCTRXzWkQWWKl+K","PJvyaKYlOQT/TDTBZkvyJdEKTTnIDIQDRKqfRKI","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","mVVXFQauNRltNgZHWnVwUTpZdlzyFNsjEZybSVM","1-1:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"bJOTJSPuiYgiVbqsyUdxxVXWJCLULlUTMmcjBnS","vpbX+VcVCTQHDgwZfHWk/UOSnSUqHjqLfkkKWPF","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","bQHVLq+nYiuJTXIRqkakxUYyPZCFlVmZKTNsc/Y","1-0:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"FBbcORYWin+qWdGLXRtPHxWvveyRMYDzrqZxsuF","seUJwFjnNTVitQUXrhBZDeavBuvHYHbO+bISFM+","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","O/qkWVdPWEwQyUzaA+VUY+thMASTTbuTiBqGUJv","1-1:1.8.0",2025-08-22T00:00:00,2025-09-10T00:00:00
"uQQUswSFHpmgFwFDGAGvFGsC+HE+hXHsHOzR+nW","TGCUSDorxKYnxuRqBRXIq/i+BESgkVWlTjzFusW","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","gdYLiZWUhNp+PdKSJuZVSfXnOihuBshRyQWSpgf","1-1:1.8.0",2025-08-22T00:00:00,2025-09-05T00:00:00
"QMNXFUGDCVJUQnV+WKQrjXMSxul/fRgKZZAzwSM","MLelyZNmgdO+L+erIAypMYYjOVjWYAdwUAxbQvw","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","OYySsUSuzdAQiQMdbZhkMTAWhqHHLqPhlYHQtgS","1-0:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"ugzgnZRIXsFsVgTvZmYibXLxEcTVRYQApBRXSeR","XAMQHaSvgYKYkze/AGAEVbOScRCfEzGGpTBxSVI","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","BVvIqeKEJFaAnI+noWzrYzaRuDRhhPNUZsnAUmS","1-0:1.8.1",2025-08-22T00:00:00,2025-09-04T00:00:00
"SHGwJhbygtC/bYENahCLcXCwuGoorDwJomQRYHJ","tOZZzUOZRxOZXugIVsMOrgDHsWUtoqvTMOQTNjd","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","jOTYFuIcbLYNnYlSBtUnowPZdZRGZUHNGKgQIWW","1-0:1.8.1",2025-08-22T00:00:00,2025-09-04T00:00:00
"SZZrJrqRRAxtD/lnGLBXFgzvcXMLfXQAgXVVALR","IqSiZZHIiXEvYUjcYUcYvc+DXlYNqStfZSRsHgu","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","yqbQroxJnqUUstnWElUFXWUgIVwA/YUSpaAejvC","1-0:1.8.0",2025-08-22T00:00:00,2025-09-09T00:00:00
"vRSXSJHVtGmVQOeRkFJXnxQCZLpoFWTvphPBqcj","SCFCmWcHuWijrpsQplVWZqYBJdTfMchHJSPZzyF","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","EDQbULFXKwRlLDTaKijH+ikzEdJuHGTIeroTaTY","1-0:1.8.1",2025-08-22T00:00:00,2025-09-04T00:00:00
"it+YtnFStOWgQqVTobU/XaXmZbRIMTKD/PIzSiV","SCFCmWcHuWijrpsQplVWZqYBJdTfMchHJSPZzyF","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","cFWUhtxejWPQkUiiVgpoRdf+SGaEEowhiruqDBB","1-0:1.8.2",2025-08-22T00:00:00,2025-09-04T00:00:00
"S/cIGzJXTSxCtqALaSzGORlpyTLDhnvZTdLufwH","RdSZLLTvhWucYBTdWScSZhKp+A+FfWouRjuUTfU","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","Yk+VJ+GIiAKRVFTVkCXVqFcIRgGUyRsvs+RprHq","1-0:1.8.0",2025-08-22T00:00:00,2025-09-01T00:00:00
"SgTRbtGRrKmrpaVAwIshXVrRYXoBPmTjCFxWipO","ejIoUofkDSTmcRnNRQZBgOWNYYxDDWPymSCVZJG","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","SByDImDNJunrdZShdRWLdOeIwEjJSapSCkZmpZl","1-0:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"WrtTZ/WCIYkWERWZSZi/UiZAVRZlXtLTuGkjVQt","TxXFdBQZeXRdif/pPCaYdUYYyVoxBITbXBMkixC","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","mvhypoDXSXOsdRpZBuWuFNZSaxVSlMoxUIXnUQV","1-1:1.8.0",2025-08-22T00:00:00,2025-09-09T00:00:00
"saCVdsvTakVxkgTSnG+CCbVkIvTmjzJTirwwoIW","tpaRVsUJvaUotWEPwZdZVvjRWVakQYyXQABvdbd","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","MmxkZyd/wJRpWfKvMye+EXyJhKxVunmjXITMefU","1-1:1.8.0",2025-08-22T00:00:00,2025-09-05T00:00:00
"NHSsiYuRQTEZZkZmaISvMZ/++zSsiNZP+DoTsPp","LfaUQohRhTyfpJB+mrjthYerGHSGpxgmWhLiQtq","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","UUEuqSO+UVFWPRBYqnUTULXWfdrebZzkcaXgZrZ","1-1:1.8.0",2025-08-22T00:00:00,2025-09-25T00:00:00
"lVHNBOVttQ/gSSkwSun+halJAUUuj+mzhUWzQHR","VVmRWDguqBWtVaWtNUBVURngHiOrRZAZULcqTCG","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","mmblWXXwRBlpIRxKJcduBVTkPUiksIWqDhTlUaS","1-1:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
"YIuW+NmbkE+MXngiJDNeNcMxTtsjFi+S/SZTIIm","oQEowJMNss+ynXSHtYJtJtfIYHXToqojendECGl","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","dUOf+SzsTYldTjArdZPFTOCjNPTOqijlmrSUnEo","1-0:1.8.0",2025-08-22T00:00:00,2025-09-04T00:00:00
"ZBcFkSsgnRLXSpNylnvQSOYVbxAhXCkLuQvpTjv","peqXlZUXvfsUJNETEKEvFcRyRIePkSPkLsKqhYH","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","RuVjckQqUVpfFBTYpdhwTZRSSOHqvCqZUQqOWKJ","1-1:1.8.0",2025-08-22T00:00:00,2025-09-03T00:00:00
