Meter Reading (MR) Doc. No.,EQUNR,Geplante Ableseart,MR type,MR TYPE TEXT,MR category,ISTABLART_TXT,LOGIKZW,KENNZIFF,Record created on,Object changed on
"urUZCrhb/nkmbUjwBYVIrRGaXqxfwOoAgAAfRsn","HuSckWuzauojdoqps+rdIZrrcYR+NZOdIJWLnke","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","qcXfMRtQzUvS/rXmaVkrOHGtyTZWDjJvSl+VSuV","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"WKpUuKvWokJZ/csBmkOlNhTuLNVSBXU+fjtHRxl","/RoXcltS++U/qZwcksFVfDiLnrZYBQEAEgDBpEM","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","VTKEbDVUWfVRkrbYqCkHvsoGQfoe+zchAqjKJLG","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"ZcPKUWOXNWlWvXXjZwOi/+avyJRAddmmyJTBPme","pejWqclFiWYAScoJVt+ktuFUx/QQxxJXZzYgqwp","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","CCAopWxwOufBDnYGXUBWYU/YeKTPBWTlUfRUcgU","1-1:1.8.0",2022-09-15T00:00:00,2022-10-24T00:00:00
"rkQYHZsKBTifBoPkKXReZNbIZfZzYSFBTYUcisl","PXSrDRQJvXSEowVDfZf/BEovTJTzNUKaztMDeNp","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","uWZbGIBNTbEosmnJoQTdatZpSJDtGaFxknpTbCH","1-1:1.8.0",2022-09-15T00:00:00,2022-10-21T00:00:00
"NLHZlzBVMWjejBnfRmRWFRPRviQpx/ZrNeUNkQK","GR+DtXj/gzEvUdb/jHrWTRXt/+uyUfesASellXr","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","MFdnEWSZcdFrRHqckDJaHrLKoibSjYLQXUYihQi","1-0:1.8.0",2022-09-15T00:00:00,2022-10-17T00:00:00
"EeYAmviCfvexASGfImdYXDEEjUWSXqaCzbXlunK","vvgUniUW/Yf+CVkXXpbZrRIVQRhtwBFTUXY/Hkc","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ZSS+uIgwnzxBGWFCTXNpQkyJNKFUpYNyrXBePFE","1-1:1.8.2",2022-09-15T00:00:00,2022-10-17T00:00:00
"gvuwfRRTWqAzyVZDTSSgCjTXOSKBxlPRzKURqST","xIHzGXXYqXwRc+azSCFte/ZQdNpqigWaXEkXMLW","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","AKYWwIfTDRMrVrUaPhLFdZLsyDsxpVKPbWqVess","1-1:1.8.0",2022-09-15T00:00:00,2023-10-09T00:00:00
"ZUKUJUFWtbVQVmqCPdBSN/UwNxPM/gNvvRGZOSR","DgsoGYWMZoYVvOWeQigWEHO/hNZJcQnzgwRpYXG","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","PJQTYguSzaGpFSvTXylt+YoghlcSCLKXhuqQxIV","1-1:1.8.0",2022-09-15T00:00:00,2022-10-21T00:00:00
"avJyafDDnWOqsWMQZBzVaVuyVVZYceTSk/IhjCB","eZZPpgawVFcOsMaQVbVSkVuRLYJTCkVR/eCQQBY","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","zPtqtQlITZUuZbHhYlQxEjVXuEOJBHDxfNmfZmA","1-1:1.8.0",2022-09-15T00:00:00,2022-09-29T00:00:00
"QFYWNxVoeJRZZmWvVbjXVgTBQTwLfqh/HB+ZxCJ","HV/cVGRBZzUOFA/yrQPVSXszjxNITSiXXWuZrUj","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","rmcRSEajm/JRBLvyuSMzkV/WkNb+YPUrZQfuSqO","1-0:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"ZoYFDUqXebSnTXOOfRuZWlaeGWBHOYvvTWvZNhF","o+cNUYoxaLeNTYASNXYRRSaSS+eLLGqSSYbVCuU","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","pYXXhicUlEifLSBTblhSggQIfSZlySLgsS+UQAV","1-0:1.8.0",2022-09-15T00:00:00,2022-10-12T00:00:00
"GprsdsYYjMvgTHjXronDSWcpJYIAE+vnYhKfqSY","DQAVZGKRVpqZYOMwoYCnbXxXahBYFJbVSJL/BJk","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","bIVEkQbsBPTYYiGhSeDaLwNzzcJFNJThSVdUunW","1-0:1.8.2",2022-09-15T00:00:00,2022-10-17T00:00:00
"hzTSGKfXXUnRChCBQbbWWaDoPRQyLgmOAZnWWpQ","wTKPPNZAKHQgo/ymayMApXm+JMbJMinDKcBnrfX","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","jY/pVUoxzhoZfgnbYH+FWXAoSgaQjQHYNbEItJa","1-0:1.8.0",2022-09-15T00:00:00,2022-10-24T00:00:00
"JOULHfIsRaGsNufWMFBytBWiVZpSXCcDWUIbFc/","xWzJffvXzYlCorhlkIuKVvtXSiuZLzBgh/nAhHI","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","uO+yXbRKCglaBdX/dUAoZZbAhXbsYYMBGzyolFY","1-1:1.8.0",2022-09-15T00:00:00,2022-09-28T00:00:00
"FOWEFRlwJVrlE+ROnRhiPKnV+SxVKEULEIRkbVz","eBSQKxBkpPYsMLqssnRav+JLKQUyTKRwVArHMLR","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","plBgOiudMeSUfLrYGTRxVOv/CbGBzYppYQfQXgH","1-1:1.8.0",2022-09-15T00:00:00,2022-10-24T00:00:00
"WKiTDnkEKTjZYSGxQYQGPyNGlTrtkZYLQXVPBeU","siDZDSaYMbMuiQIXYXR+nPcQ+lr/iFYUUZSGbcj","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","TaKDm+SSVdBPiXWSTEWAXRVfNaVpMZyG+THQRju","1-1:1.8.0",2022-09-15T00:00:00,2022-09-29T00:00:00
"dlSqfgCQsjnJkiUE/yiCEXOnEBXlIRdxMYQEvjF","LSMpHVFByXsgyRQvWLgpYhRDUlUSgYfQxKUTm/z","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","/QnCWPDENcvBbgjJYVNywdT/ZRWfbSBUJiNUXvX","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"pHabIxrZEyEbWc/mkaVDWbbxQTHAxXHeFvKoTeI","nRSjWYMjtjGrGhfGC+RItrQhZRxPFVVABYNuQVF","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","CXs/wgRfUAlLYOFeEBSFBHrYxRZlREURUIuIREW","1-0:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"KliSZbXbWCmaWntBcQSzhJZ+Zk/DnqrfDORUHVb","voRVJLERFRWs+gZlLSurZMGPWMVLGcyQbLDUQpP","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","TFrfmHSQuNTJDvkb+PYcMYRitluCTjpSBvCsM+Q","1-1:1.8.0",2022-09-15T00:00:00,2022-09-29T00:00:00
"nrXCUUZhSDhdySHTktrOjio+DkXSReZLoHjIXKQ","PxQUfDkBUDo+jABltiAYTwKztUjvZCL+uMpKYOX","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","QDtTqTtmMGJze/yVbUydBfoGQfIto/UQGfIIBsJ","1-1:1.8.0",2022-09-15T00:00:00,2022-09-29T00:00:00
"SyaG/QkSXQUjUwVqqdWCnwKLWYWTgQmDWL+brLM","ZslUtqWoBLWoLsKWXSNvmTvKHSmYyHVXIT/yuOv","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","QVTnpQKYST+XjgoTByplhOKEEZDiPWZSNJiMxth","1-0:1.8.0",2022-09-15T00:00:00,2022-10-24T00:00:00
"pfoFOdjVYnUfUBKzBHOWYYOWyXYGXuuK/EWStWu","S+uNUT+X/mfPaPNOyTEgbmLYDufWjAtPzOjqUWR","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","j+WlwqAWpiwfbqQwnzegTvrtUdYDtZMVHyZPdzD","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"drRTfGcQXkyRGkvYZTnrTRZeiEpkDev+KvXMknL","HMZUzqfUSRTtXIqtIsoNXfQbXOTsg/sWTnDVySm","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","IVXUuVBthnNUXdHbNfUcGQeTXTwVWUWUhSdwzrJ","1-0:1.8.0",2022-09-15T00:00:00,2022-10-24T00:00:00
"CSDSNEmovWxZI/tbckNpjjDlBTWuAUS/nfUZNod","VoqbVRUMcAqAWSz++UcxhgLn/ThBIYLkUWXWQzh","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","BGdyVcJvATacBkYEcFzYxQNWuBfrUGsqvWAWmQS","1-1:1.8.0",2022-09-15T00:00:00,2022-09-29T00:00:00
"aavRnwXcthkcGtWvSCDgMYxlSPrUPwXeLkWTsdS","G/ADwtRrSuZUUByYnjQQQjzTkjCYaaYcZwwRbZX","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","YQSUTQXkphzZm/BhRVQuzUonQlRSGtROmyUjVGg","1-1:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"OiJSRNjRxQNbQGbHQTYLcPzi/GGoVQmXNSlXDSR","ThI+ZqL/WARQSGWdQsftwiAtaWxAYmRPTOuQBtA","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","zOdIcRVKnppyQQTkdQZxanrYScSSSWwLpWiJLfN","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"hORZToZAN/UkW/QolQtNDULjNWw/+dntiViX+BG","/cClLMLTZIpQftfZSRbQBe++qduUFxzxoSTRKPe","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","Pi/Qw//oWtnvvDYBjoEdokQqzelsdRKXNfTKRYH","1-1:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"dOQdRNDpnThZvwiIejTDVVRYTeRRotmijRUMiRD","qY/IUY/VT+mfyQRMTXRwdUupEmeqZIaVOYlVBmT","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","YMXdbUtblwsKxOxatp/VxTAJtpNXgjKjBPvQVBV","1-1:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"ZiqTAULTTys/AoQjJUPgSSpLgEBhQQkkdwaEZ+O","XHkCbd/ZSNCDYOBmWTSZSbWkRFZRV+wbIYQLDlW","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","RWClNmTpwloBLVpKHXhENSQQWGiCIFQUEJuKLXd","1-1:1.8.0",2022-09-15T00:00:00,2022-09-29T00:00:00
"'+e/BIMX/GREdRRcwXUxeGLJNZgCLtVOxqlYRC+i","/JsRSBlRhT+iicaxWWvTMRtJUn+XyjcWCJgDHic","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","pSlLEzjgbQORdveevbSpAnnRyXJZvpe/egYnmTC","1-1:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"SUXvTstSeOkJNUGJjAwWMZ/yMQdUiWXHceEhPbG","/imJMFBFZvwsVhUrUQwScwiEj/LhPZrZVFszhye","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","JRCbJbmLHMPeHwUXHhCGVUTLRWDRTXQBgyDIHaf","1-1:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"tQWdI+MjXUwuzX/SXgKpZMIbcXXxWYZ+hYpWjIW","swuemAUkUrPXRS+hLAlHUKUdOLCRwJgtAOBRfSI","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","YOlToRpAjYUUnYiNmmOQlLwiPjZAoOd+qaAIJUt","1-0:1.8.0",2022-09-15T00:00:00,2022-09-28T00:00:00
"YSuBih/gQKX++uLFYjQQZnXYeQmzBFiJioaoJhB","EUHEQVZxrueHQf/CYVaGIkih/G+FXsnWfMbutSy","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","klQBkJYOdQOqMSkogbFjXXuoStMDWfslKLEgata","1-1:1.8.0",2022-09-15T00:00:00,2022-10-24T00:00:00
"GYiSIPWRdAZMJWsjFMiWV+DZ/OpTaACkTlxUITF","neNTFKYRXXLQSfOSxSZUJwBYLpFWcegTFTlugEC","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","VYYKuNKZCmqtXWvjLv/gxznFWmhYXUvDUVQblW+","1-0:1.8.0",2022-09-15T00:00:00,2022-09-28T00:00:00
"DYcdDiispORRZNAbiixgZxrAz/awwGxXkWTuZXi","kRZLgwKzOXUWCFAgPKrbXZeISyFUDgWW/HmBIZr","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","DTOBJbqTUTplvVnvuyNxfnZIdHbuRfPqwIaKQOc","1-1:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"vTYaMuWxFRtTYeJkRRIgXXSQZwOMLXRQZJoVlhX","jDdwkwtYRvBXQuWYmjSukYGEYTSNVRZBJNMkahL","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","rworhaWyVNZHZeKmyVgVtzSNqMg/+nkIwAYUdLc","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"IdL/QCBBRrCicuEXeTgATTxSSmRJEfZ+jIDKaMF","BUXJ+RkQSLkLVMJZeOLfktVEVkTSNteZEBBBuqI","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","GccXYbkmObgRXPQtBRznwjbyrtIRtQOkAapuTdx","1-1:1.8.0",2022-09-15T00:00:00,2022-09-28T00:00:00
"gGjiFvTQPzeSSNQqQcmPnBSXVZAHXKgZWbqtOYF","pZdB/uUmbsPfxcuZFdZzAGAkFSVWRmVgnFATgvE","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","rRzfhJNOxpjj/ieYCQqDFFJWtsRQVQoJZFXFZTU","1-0:1.8.0",2022-09-15T00:00:00,2023-02-22T00:00:00
"uZfTAEeAcZaWDGgEhJXTkzAbEz/MbTVNRDSSjtX","XSymaKVEAGWkDhlQsYlOyQODWPhlXUQxGnDzdEi","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","WPjQRhKbmDASNMvRcUnsQTpghSYebxfDYawBcZw","1-1:1.8.0",2022-09-15T00:00:00,2022-10-17T00:00:00
"RpwLzKVUUkStLQ+SuRYBnclWgmyhsrkQJUDNYYV","ocUVHsJVaWqaNYbVhfcoeLSMIflxmTTeYmStDXm","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","SrsTYClZNXwSFhOvIvXDpyHXxzNBUTdTfxBSMjQ","1-1:1.8.0",2022-09-15T00:00:00,2022-09-28T00:00:00
"TakGkHUoPcUnYXcmMeGYwfF+eQmRDjQwXyfSFBD","/frMEYuVQPgCTT+XivKSUUUpYkcLcKX/EkcwDHX","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","YIxBRrlZpYUUIulBUalqyqJsjGzthBRbWYBHuCW","1-1:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"VWatTtFTkJFCVHqxNWRhuZMQ/DndyoNQhOUSKCG","atTeXNUjSxqYLyQVnhOoGwEOlUlrEZs/IXgKYyX","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","qIYt+PhlbSxRREcbVeAWnkfivDNu/ZSVrylik/q","1-1:1.8.0",2022-09-15T00:00:00,2022-10-18T00:00:00
"lfZzRUBFVvhAbevWMgVXUtg+XYouKURURVNLl+n","wEUokFvdQSImGVFXghXQHJBGuOVSogLrRWiSOUS","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","J/YtVUpyltlRqKQKShHCDXvQjvRreOeQRPZRYUS","1-0:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"ECYdvZhypSrCLzTeiXPKVKUTuWQORNKaWGZTHlx","jZVW/mUEYYKk/JapqwkdfErYXRqML/tjVWYzCYd","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","eYFeHPEUWuzuLUc/QMtzTNlvcKuHhUZYuRWmpZG","1-0:1.8.0",2022-09-15T00:00:00,2022-09-29T00:00:00
"zkGGtygl+ljcWPk+SXayfUiwFMx/QQxjCTsSeTo","aTeIZYYGPUTkJaOl/pXSZT/MjjyFwcYORSMOGiZ","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","BkeEQZYUuvRjejgDsJEjVlW+YYeYsxbEIIRxatQ","1-0:1.8.2",2022-09-15T00:00:00,2022-10-24T00:00:00
"JBZLCbZfVaJElaXqQcYuJTc+KvkiQItCHVblVzY","dkiso+u/GcQShqZQlaSYuvPRSJTSHbHcrtEPQhS","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","'+ZRVFWQOxHSUWJKcXyNXlHXuZIjuUnQIbURTCdS","1-0:1.8.1",2022-09-15T00:00:00,2022-10-24T00:00:00
"PJRDnfaUSpeDQjo/jjPwrVREnmojFZeVFhSPRrZ","XmtDSBYfTuBEivSbjEYzIVmRjQACSNsflDYDJfe","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","uTYTrrbNeAENEQVPQkhPnEYGPQVAzhkRAXhdGRu","1-0:1.8.0",2022-09-15T00:00:00,2022-09-29T00:00:00
"bvGNksZZeWYaRURvJgwuyvUzlnhkUXHfTSvUVaW","veYwSlWTcjXmZfNazwbgmZUbg+TXStZDZbFYZYw","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","KaIkZLSqLUaxuA+jjZUkr+eMqEGhLSAFVYiPWxe","1-1:1.8.0",2022-09-15T00:00:00,2022-09-29T00:00:00
"FOHPZjPUIlUiETse+DRoLLYLdaeEteuKxZlSSB/","sYTmD+qOaRseYccTXaFfwTBtHNKs/xKVxQyAlcL","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","LxYmxRsiGl/aUaWAOTNCdQ/mycffX+LTrxbvIZb","1-0:1.8.0",2022-09-15T00:00:00,2022-09-29T00:00:00
"JCOggvFTdxufgZMjUENYJ+dPIkVYlgFlKUXWVns","sNuZSrly+STRvdvUbAVRRSKIuhPcENSVjEddd+i","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","YFFxeZWGFaVTaZEUXvLYUt+cRFGNn+OKRZvUQTW","1-1:1.8.0",2022-09-15T00:00:00,2022-09-29T00:00:00
"zZYyQGsxIrdUqrVdLLMvVDGFBaXFsZaiaRQmuvz","dmojAXHPslbksVfRQcWS+WPoGnFHRcSATMpXsKk","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","i/hYTHhLaQcbzfFeFS/nMnxCiffVSNTZUpIYCZV","1-1:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"T/ARNgTSPJiKTRmVmjHYiPsPxatKfLUGEZRksLt","bnStPemZNnsnVgFXqWGolmGEmSPVHJXVqYwNeYV","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","bYSWQOwZ+W//SrzNARzPUKTnIEUmJmCBDKOVgUB","1-0:1.8.0",2022-09-15T00:00:00,2022-09-29T00:00:00
"cIbWiYXvlRAzXUWyV/CyWYZhwBLSRtVngNqFFZR","FRXIAoEWXmhdTSPQQRrrOkIhlqIjfyJOepmXdZb","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","hwa/gs+EazSRQkIfo+tLPpVuCYvhOUUVxCswJAM","1-0:1.8.2",2022-09-15T00:00:00,2022-09-29T00:00:00
"RalEWSQbVWWSYTqlHWxFagQRYRYfUDSoZAgYZyQ","ZDxjgDfjsRcNScJnNHRbgJJj/DdfZHFYoOhHgcC","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","uXOVVCpldwrMcjVtlNUtNXdSQNSCcTbzMgNTlVQ","1-1:1.8.0",2022-09-15T00:00:00,2022-09-29T00:00:00
"EXTm/oqTMWiOiiNYetXJT/ABYNvFpXVypENZQbT","IBrrPqengJxXvtbRj/uZvIWWmdywG/XxWBrqJUR","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","bTMzfuNVuFVUTpNquQedoKZbTBXWZKBSeNYJULH","1-1:1.8.0",2022-09-15T00:00:00,2022-09-29T00:00:00
"ZB+cM/SeoQ/lTzVNB/PNijSNRnSQciQxEfbFkCi","IdmgVbVbkWYdTdQVMrnfIuHWahYVGdgdoQQH+OG","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","WQshWMSG/sSTYgeRTTZLiVgEQCWjzTCalodWgEY","1-1:1.8.0",2022-09-15T00:00:00,2022-09-28T00:00:00
"XcVdosctv+wUWVgpKkWnzRUMfvZuXlaNCTxVsSr","KS+ovSTAQZNrvnsWJjMwfckndKkeOA/XZ/cuYVe","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ybgxtMkKGcJMWQMLUwtISYcrqZGbYEXvx+VJfAL","1-1:1.8.0",2022-09-15T00:00:00,2022-09-29T00:00:00
"GjQyMSrHUewUenFYeVQQXVQrPppJiXAoADxlyyZ","zJpZglOtSTNTiVUSQXZzaapBovJZXaAOVWiqTkG","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","cQxnpal+SDCUfugwIDcsHpgdHVZjgUc+wzRbb/Q","1-1:1.8.0",2022-09-15T00:00:00,2022-10-17T00:00:00
"dr/iCdKThZuPmyTlJTUuORxrScWNUSmhUScWmbi","ggXU+TluULFTYwQXXhlpUSUJauXZJvDPTzoJGds","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","fAtBLJrwFRZSyhEpUQYmuRBHSWTZSEfZaeKEkHt","1-1:1.8.2",2022-09-15T00:00:00,2022-10-24T00:00:00
"kTYsNbPwCWHyQEWHoITLdVlgYVBzaafzcQeaMRR","lfMUOTFDZXRlpTNhqoFqCKTxTJoIJSXOQTTXYPi","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","SUMnKEYVhUUKqTgpXcSORoaRRaJzUuk/URHaihS","1-1:1.8.0",2022-09-15T00:00:00,2022-10-17T00:00:00
"kqWbgcKxGyAVFalxBVaTyEUCUEjSyVZOoVtCSIO","vdcUarQPAlTzJaJksUgXhcHXFqW+WwDbHYCSmqc","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","axu/IFo+URD/ityMzRZfYbPD+cZLARySraJSKEQ","1-0:1.8.2",2022-09-15T00:00:00,2022-09-29T00:00:00
"zQSFf/oVnRUSqZR+SVSmkLbZTIJmBVmJxXzYzZN","QPyeyDsjxeJLcgQgEHSZouoqjSUhEaL+JqSvafq","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","eUvyWvQxrmRQeWSeotvWoNRGYQpBsZSSagNYTvD","1-1:1.8.0",2022-09-15T00:00:00,2022-09-28T00:00:00
"OrUXBReATQDRTbPJcv/lFZBiGVWsVNdCY+Yq+UZ","wrdFkaXZcbyDKfvwd+cYmOZMxiznuLuPqX+VMiX","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","JfX+mYcFWcJHrJQxjZqMnRUaSJYZzjH/Wne+Ryj","1-1:1.8.1",2022-09-15T00:00:00,2022-10-14T00:00:00
"OxMFFtTXddeoruQl+skRYUTni+WCGgJBVWX/Sdh","eOlpniyIFSpgwtNoaNNRZWWwjvTvKTVUlYKKSKy","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","auCQUxQTRzpGYMpveUlTOiLAAQVviTkk/Q+CDeu","1-0:1.8.0",2022-09-15T00:00:00,2022-09-29T00:00:00
"dNbbeVtInVN/WVbnlIgNiuVbcoBlbEneoiiwond","csbghROsbdDUoTQVZHWkmGYsQRb+BrRkRYnWBCC","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","GOfOaqOS+YbawMwuxZSuacIcrXYKLOFzRDNcDUs","1-1:1.8.1",2022-09-15T00:00:00,2023-06-28T00:00:00
"vPZRjVaVrtBdSqXncyUXToqOKpIUlxsCXceoUOt","MvUNljRU/JxbHzUYZdmKZQSfttIUbDjgAWdjpIz","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","XPJTvPRNXB+ZZmXWAKfabXXFWJUzOoidlYBTYSQ","1-1:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"qfXPIhzkh+UlnArHXP/QrVJURXdcMeenziXpRkR","/EAXVYZADOkxUsRPdWQraAFiHnWUduwMT/eFiPY","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","GTxcPXNHwjk+TVFVUxlWiUDAPXsSUTitxVurzVX","1-1:1.8.0",2022-09-15T00:00:00,2022-10-18T00:00:00
"VcorNLbQUmbSX/fwSiwxHafYZOmYxywMSNwpFrm","UnYzgsloUd/FAClLBEltNmhTSukljHFkoSXcIJW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","gjGZjnoWBNcTJouWqlpBVERXCiJEXPWmUzdozXx","1-1:1.8.1",2022-09-15T00:00:00,2022-10-17T00:00:00
"rYugMSU+LsZTLdktFGzAZBYaAXqVaEdSHSuoeqa","coVSQokAtBsGoV/M/SxkwW/jchDATXACHnSaNcT","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","KWKQSUKZdbfwZlpWGTRpeMyT+mVToWAUXtEekYv","1-0:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"UoQS+lAtXCVnBTHQw+YQGsDAicPWUCoxjrfdJZu","VThpZcpcWSNPLUKFOnodpZISiaXiqpqUDQ+QLTN","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","Y/FhHvWdrHxRKo+SyTxZydUgSxNVgRynOn+YZSe","1-0:1.8.2",2022-09-15T00:00:00,2022-09-26T00:00:00
"VVluZOQWVuuhTqARglZcBeVEZRTNTKhSuTpJzbz","nQEyWEXzHqZUKRcHdbCzvosTRd+GivHQNWVrljZ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","VOKpyCyqaYnJDJp/XpYHCgZ+gTZRuG/D/JPpxmy","1-0:1.8.1",2022-09-15T00:00:00,2022-09-29T00:00:00
"rXcZBubKwUAXCPDiWHwJTjjVbIyXAS/WObRaoTG","GWVIQEZZfQUioxYZEYEXSIRWLQXRbiFoLJNFotA","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","WeomrUwSN+oXIcDSyYaBCUUPUyMQoaazRyUZWld","1-1:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"YBOYr+OquIiZQp/LgRIGeJXVRMZfibHEoEaSppU","ktBoogrJiwdKXwVPxzKtnGmmC/SeYDH+ahnSGlS","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","AhQVcYUrUbkUWeH/vVlSWhLAXVRgxXRDYYDifUe","1-0:1.8.2",2022-09-15T00:00:00,2022-10-17T00:00:00
"YhAoRpplPOnBbdrVcVdULHTUIZhBPuLCrOPXQSP","uKNqqzkEPiUsPnRPiYJJtfWYXNj+ZUQyXlGzyJF","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","UaTBThgTRGmJTYiTvGiWbRfwQFsGZUYsIj/haXX","1-1:1.8.0",2022-09-15T00:00:00,2022-09-29T00:00:00
"BK/nsNSTruijVpfjZvlRqboSNfYYYqRFvTpuTeX","WhRJLIVlofURfHrPzhLYdTxZSJAuxQZBkYJDyrH","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","QffigayPZdevnTuVInU/n+lUfzkVEmwHvomrBjc","1-0:1.8.2",2022-09-15T00:00:00,2022-09-26T00:00:00
