Meter Reading (MR) Doc. No.,EQUNR,Geplante Ableseart,MR type,MR TYPE TEXT,MR category,ISTABLART_TXT,LOGIKZW,KENNZIFF,Record created on,Object changed on
"GuYchVaz+mWfnSizvRZBwxsPyWYRWYDSWXIeVlQ","RjJbfVlPjQzQDtmSSEoHmfrIPxghVMSzHdtTymQ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ntiLkOAYmCFGNQQBErrRRowBxyk/pUWSrpMcTCD","1-1:1.8.0",2022-09-09T00:00:00,2022-09-23T00:00:00
"DIJYRzJDk/TzXbfflzmE+VPVhQQZdOqfRDWZbaF","XZTcjEiMTWkQIUgAigHaGXSxBIwCopENReYCYDk","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","JkFTsQiN/FQBOUQVdWFwWTYTgFutnBISXlpGDKk","1-1:1.8.0",2022-09-09T00:00:00,2022-09-27T00:00:00
"cYSmUDWQIIpXS/pWsYujgTYpgQzcAcYvLmKEpsX","NRcDFA+m+QeK+tueMhqVrpLYQSGMeOZThlKxBWV","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","DtdhcoQtZYzI+U+TovVYudZAWBNiNuQmlZUT+QR","1-1:1.8.1",2022-09-09T00:00:00,2022-10-17T00:00:00
"VzXXV+yMLvUaiaRrZXkQDTySyuVTeimsYQocRtQ","aMNMkIdaZhzRTKZYTbCWPzUVxNha+EJqdUlDnRO","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","YZRRQDrxTZxk/qKfnzH+UgvmpLBeqNcLHzoTwHx","1-1:1.8.0",2022-09-09T00:00:00,2022-09-23T00:00:00
"TULysQOVSXkQQeyaLTFzVWugfRzjRhmXgwEnLFm","MnEuQQSrTPDqzENbNI+LGi+dSNYWXuQnVJLQKjX","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","QQU/sstKqrTDmNsHTfWQPNZVKFCnUMWRBW+RoYS","1-1:1.8.0",2022-09-09T00:00:00,2022-09-23T00:00:00
"UZTL/HNCVfKLPzTZTmSfnMXOtAqyXjBXKvQEBjK","TTUCqMWWcESCtLNuFWJBIVuc/YWHdPhh/nwuwNg","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","QsnQfRWeZMKTUEYPrXXPeULRpZTRExotUKXGYDn","1-1:1.8.1",2022-09-09T00:00:00,2022-09-19T00:00:00
"YaVrCyCVfDJixklztbJrac+rFrbUkIYzAryuZtX","J+XFpVtmjTTIcRbJxXgERQEuXpXGDThSTQPJbTR","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","SbSsZWEWQoQSZIPVwAmXGCpUTQSVbBYFQVDVxjX","1-0:1.8.0",2022-09-09T00:00:00,2022-09-26T00:00:00
"aySKfjEDDYnOjdJTQrsWoUZLtKAetYKTWCEOPSU","jaPfUIVoQoAjFUGKclXtJ+c/QaQVCQyCywafHOe","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","AUAtJDETHpyxMXEArLoLTQrHZgHNYSTOMtgpu/d","1-0:1.8.0",2022-09-09T00:00:00,2022-09-23T00:00:00
"XNFqPAA+aWUcQVvDitgLuCQCzebHTWFTBVnXlRr","dmTpfNmIpChYAkwQLmGuZDTxgkHyMLbhDbytsVV","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","fYtqAlgwdgLmkjiNSsyZdVYSzYhj/scPKZVbVvt","1-1:1.8.0",2022-09-09T00:00:00,2022-09-20T00:00:00
"xDwEqZFZQANlZvcbQRZWQyUuvbnEnZgPnZEbipj","EYYOTVwUWQqAUfqjuRVueFgIlrsERDpWnRTDCqS","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","jAaWSkmafKaqTOQiXjfRUasxMcSWOZSMuVIVGKv","1-1:1.8.1",2022-09-09T00:00:00,2022-09-19T00:00:00
"jWvmSwsEpgFirRjvNozjUQLyveeGDrfaZSlGY/W","iUw/Wsrv+DSgMofxgyRUg/ZLUWOgSXhBzhFjvMW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","TYMPgs+xxXJSUgQzjVSKOTZTmpbTOJps+WCQGjx","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"eiQjhCCvdtZzUzPebsRjvqRZTaEZgvsppavtwgT","eWGHRHaZNRyFchNomyAyxWZzEb/TVZxMMRPskFM","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","tAyRhUyX/KOSKXdPYFOvQQFrjvGYGnVSLQQBQiB","1-1:1.8.0",2022-09-09T00:00:00,2022-10-24T00:00:00
"'+VEYXQXqhrQHQtFmqxLTCwAFIWXDQsTSRXRvofJ","IXWyCmerTTackWPGgJZTyYhImQmjwFGBzvXYOsu","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","SxmARYdoSWoMVYVRWxGSgVUltcAdFcrnORA+CAJ","1-0:1.8.0",2022-09-09T00:00:00,2022-09-28T00:00:00
"rER/GByFShQavzXiZZsIkXMJTWqwZz+XQxRZ+eL","rYyQYhcLtNwtlklmkbhYTWfTfik/NWv+FupBFxB","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","TTQNSWkmz/AapVqxPO/xMzAITU+TgXVQLwYCyYR","1-1:1.8.0",2022-09-09T00:00:00,2022-09-20T00:00:00
"kVGLRSQVjRMepVCvXEVxcQS+QBdHwxpcklbGSpI","VMTzRTJuQnJZoPPWWvrlJUeVVZzLbhWVrRSGjLq","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","nOjbHZlnHaePGgf+FqNWXLdcSuRdLhzSgIqpZKR","1-0:1.8.1",2022-09-09T00:00:00,2022-09-22T00:00:00
"SgwEQiJYbQUOxBPSXWnsckDlUVELsUEzWsMHNjQ","/tSvdtRnzOaBjZZjSzgYQWZrLILONUZsIhbCKce","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","WtvZXlqiJP+QbVYlxaznk/DUYMGaEBXkVhcFQJc","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"oqGWDEWYbQMQQRfvaRRDMMSGUHUnfJvmrRFaFaT","koVRUxPuUJ/yhZJVUayy/VWiIQbM+ECHiOWcZvw","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ahF/ZNlmBBL/eaAdABSCmyznRryRRyJXAncvMTG","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"WXpwecGpjRdQVJVU+dXYIl+pdCByRZeOVLW+HlZ","fEiHNtfBVzhhMoLYWURZvWWTttTbZNMZSXDNVGm","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","XTZ+GXqGWTRRfKqffbnwjdw+lwUBYpqQSikA/rw","1-0:1.8.1",2022-09-09T00:00:00,2022-12-21T00:00:00
"IpkJYiAxmwHUiSiTdWYkVRwYFpKEtMECrDsdvEd","Djgp/uoZG/fpHAxlnYKNofroLhGNuWxDYvOYglt","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","pB+fpUtJZgaIJkQUfajQUwhoXEslSWPUkoamawX","1-1:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"GgAflWswWZOcRSQqLAbFQvemSEoX+hZRfFVIa+Z","QUwmWtxaitXEZbHFudIVHFLgTwjPeHiSvkQXw/u","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","fmH+ZjxtWP+J+URgDKck/vcXljEeVUWKQyBNMFO","1-0:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"ytENBbVtHVLUnGPZT//zRitqKAVEhzEyBlhTtTP","J+TNniStadgudTTUPHPLSROVyddzSKRKJtHaSlU","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","sMuvEsWDUaECQIjGK+StDQjlYYwxUJAhunWESHV","1-1:1.8.0",2022-09-09T00:00:00,2022-09-23T00:00:00
"WYmFlSBGApYVDNFXRAqKvfXUMQp+SaIGWXbRInZ","TivHKhlpWcXKEEAhjcjk+hGJUKrYRkeUDXsxRLK","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","q/MySVIhOUtlPl+QDBSkJpTcgSRPpgmiVvrwbLW","1-1:1.8.1",2022-09-09T00:00:00,2022-09-22T00:00:00
"SHgPwy+gVSggVbPKWUukywIXtSWXbW+ofTZYJVm","sfP/mzZnQaeumFSVUYRvWvagUyoRfjyLSUIJZfz","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","zHZFxxwhjwlOGNUVsSTrtnzJhCtlEoWWUgESUHO","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"NZAdFEHYSnvjFVBHuTy+RYTBAsDfiyPrYtAUoXZ","mrWUyscaZSfZFpWdTqPsLfXtGKASUYyWbpmIsqz","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","vqKzTMXYvVQmOvZHhozhlRnKVdqZVPTOOOkFgxh","1-0:1.8.2",2022-09-09T00:00:00,2022-09-26T00:00:00
"rTTYRUVguTURklVCHPcOCpSsdEuPVRVdVpNidaI","ofS+JvIgsclYiTiMSXlGGMJAXYBaDTdZHDPHPKW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ouT+PPFgRNXWBFiLwUoJBvWutwYoEXVaNBwSTyt","1-0:1.8.0",2022-09-09T00:00:00,2022-10-19T00:00:00
"FYXVLRdcrSgdYUrIJAQXsTyzmlcruRyZRVTSSFt","jRrCNPkZRoqxy+wNWzuZlXRBVsylCKQZSSUuyS+","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","bqNTQRzQMtvFTShGv+tfphzUpHZDOXMO+VFASHZ","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"UDC/VDfdSQGmFsZJb+jNBOLPQpSYkewXvITkmxA","xDUbQqTuZGYGygrgQOLWnEHgZLNsnqvzWLjdvRx","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","AVKVriQbDHZokgBOSKRAWImDYBHTeXTAoslEdNj","1-0:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"UVlteKwwYaTjnTgVTGRpjeJWYWTOQWsgAySqPoy","ZKcXdQYQuWgtONGCmHQciROjPQZXeSfhYlJzqVi","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","InZShKewR/QRYAZ+pU+ZghbtXNRRVRJnRJgUIBn","1-0:1.8.1",2022-09-09T00:00:00,2022-09-20T00:00:00
"QZp+LXJdmXsWMrFJXZh+zmLSSRRwObEYoQwfgVQ","pSvXzWUuIeXJggFZZswXYvoGXZfHVGrirSSuFUi","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","aDmuOVTzvYEaPXZTMHSrqyuYItRmWACQfKRrUpa","1-1:1.8.1",2022-09-09T00:00:00,2022-09-21T00:00:00
"ndJAWwZQNLKtxXxnSoYVxzgsKUYfGXkSDTleUIR","QMDbTHeohzyaFzvdT+esncpMIZtEFSzKmDD+YHY","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","vUcLHbyh+VdmENujiIZIHjTnijXZEQHWJiQuKpv","1-0:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"YUFRWkDQtQXVj+ZZasW/wYTJZqbRuUtusiTDvQy","kEsECJUNIZGGJkFXoY/KBkbPpDYZgoUhEBiOnZ+","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ymtQUxRISeZxeYSxqrSpAGgiZ+wvNTVUuUjNF/b","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"kH+VUYUwyKyCmDbMnVr/wtJX/zUFSXRWDVkXVKe","ZOmCIeGXfWMhXEQprWtBDPCJaCSWFCOjbvhGnAT","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","'+CYDgWaWWgqyVuVBNShBz+HlUGSnhVelTWDgtXj","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"tnffbmVVqTuQaBrJDqHXDNPmsdzA/FndQWwCYjV","HfGBnDtEXkbhjwYRBWIkiISfwSZFkknXalkZTDa","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","uKDcowmIvnRmBKwvWfEEISUaIGyrLXRYwWuZtXx","1-1:1.8.0",2022-09-09T00:00:00,2025-11-20T00:00:00
"xWMgXSmeoXlqwzQevDY+aUdzmwKkcRAPAdamZkj","sXgqBXxvkUxcXRGbUNPqsIlVEVQVTFFkSDKixek","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","aITvevXSWIbcGLUVBVW+EaWLlziNxOu+tsNKMUX","1-1:1.8.0",2022-09-09T00:00:00,2022-09-26T00:00:00
"RgpRhq+vUltUjr+MYL+WYNOTCHAYAyncGIwpFBr","fMfEQltxrHkvrAdUZOyUULVFhUOXRKsaXGQQFUz","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","UuUUPdYmSRn/aZndEUxUYTp/aRSZSlYPUXUiYmm","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"X+yCUOMaWaMiXWsSJBHBwiPcQUXfnECVVakekbO","FUGBmrnoUxuhSvUAQdZkAXYZHGiJQQyJvAktqDX","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","SWDXhHqWQOMiQJggBPsYRNKDXSkdffDTTrAMduQ","1-0:1.8.0",2022-09-09T00:00:00,2022-09-23T00:00:00
"mgIAd+sDCIQlZJZKhIRTQddmyCu/AWUpl+WQGOA","PhJkHHSnWjpymncCOpTZpHSCDSx+KTQTALLyYvQ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","gStDBWZwxqSr/pQVYfUsNoGsWmLYwTJiwLZM+AH","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"npxlRlWn+jWjkfnFNWbZiEHIZxaKmzWPPWNdVdl","VugJSRxzxGSFsDrLXqRCXdjIcXRMCbAtGsxZT/z","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","nNCLFzuYWsGXXVLXbPlVGpOfZUGZvL+GdfDqYHZ","1-1:1.8.1",2022-09-09T00:00:00,2022-09-16T00:00:00
"opmvjuXXNwDvXUQ/zdS+aRFXLfZNRFigcZRqOXW","SGnZwxgeUZhEasAVuXWUjTFSZUXTRQZTcrqbxyi","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","LVakoZzCFZgeNTAiWsFRZYFKNnesHXXhOg+uzmT","1-0:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"wkQIrJDsnMHfdHujKOdIIcSqpesUXxzVQhWTdZi","Zv+FRDglmTSXtx/VCZWSJYyV/cOvNZTMIUYYVqp","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","NTuhlkbBozEPamSTyjJicbViWiSdxg/WUGDcGyQ","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"DDLTLRfaBxkTkgrVwpPwBV+hFqDtiVhXhMYVYAI","aisSQDzWEp/bWTefQJazEJcvpHqYIlYMHSrxnwI","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","xnse/QqdoTQqxuzDxsMHPVU/joXFRWLQvj+DtYo","1-1:1.8.0",2022-09-09T00:00:00,2022-09-16T00:00:00
"lMVwUUqjPtzETRTGAZtOYdEDMjfbJrB+UgAZuax","YKCUViaNMPgxPvTREHqMVxiPAOvupwqqUVQGSpO","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","/VK/mrUYVZkC/yuYXcdDWozjuOJHkdleafYwWnF","1-1:1.8.0",2022-09-09T00:00:00,2022-09-16T00:00:00
"hHPwUcvKaCEWmDdQYQukYJjuqJWoXriqUFdOTJv","K+AjXyWcBlC/lSneSxDKUMRBQaAivA+ChWRiPWH","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","jSYwTIFsVWddNiF+sjejOOKKzlwRMK/jrUZXwRZ","1-1:1.8.0",2022-09-09T00:00:00,2022-09-26T00:00:00
"JaUSKXVWKwrrUFUCvPOltknJf+ouaHAbaZjYQuK","SWrNFMMfhkKRwOTVXZK/SZdMUuPpnWKoeuDlTQF","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","bRXeVY/rAUhHtpWhVxPJkiBqzmkJgPW/KeqXcwR","1-0:1.8.1",2022-09-09T00:00:00,2022-10-21T00:00:00
"KUjMXLvOusSGPHZRcioVyodWh+NQXlXStaAXeGR","pwqvXpFBYUgARqvSWLaUVCzqaPeXT+WkMqQTUYR","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","zSwN+/HxRIIYaYYLfbzlwlPX/zSr/FyKmO/ukpm","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"VBfbckAxEWQvXZfQOyOhvMUZAf//YGfwmjmNQSm","MqUQrmwLXVvSy/SAwaPDnUPNuSvD+hixHie+O+O","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","xRlzRrRuZPcPQRxeyAzTfNPvuLgWpnPHUvx+Qwt","1-1:1.8.2",2022-09-09T00:00:00,2022-09-22T00:00:00
"tqiSQtX/ZhkBBJzcnWcopTDdPLVXERpOIfcauJF","V+xrAHvHXgmUjsiiTmGGEXsQOnAcidKyDQTVlIN","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","XzY+GXScRUejRsIlSmQR/PQfVYXEEcmImcAZVbr","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"qwHZsiUDKvoVXFlyYpvLSjaXQMXAGrAdWncQWlA","aGNYYJtSvOysMUZQFBLRWkTKfTVRxBIdBwuyOxZ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","VEtnpvbOSj+MSZjnyagRokRhTqzwjQsc+TYb/WX","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"YCrnTQijDixyzyltDjpFnynRXHIQU/hpkxu+rSf","U+EUHBjcvVVjJzwOgIBdimiSHWChJlQtpQDUSwU","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","pDIXkUTtnQo/kgSDbTTmoTZuzdeFkVdfqcnVloc","1-1:1.8.1",2022-09-09T00:00:00,2022-09-27T00:00:00
"boWZCKwdQAEjVEBHQWZIDAKnTUtjJxKZjcUAVpl","Vrii+UZneHcczIcIfSuVeyloYjNVNMfHldNWAFW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","zWkw+rrRXSxAtozcYiTZZlQXWpHUrXTLDWpTnPA","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"LwwUTBJLWTnvT/Xfcp+kNtDWUTqbTgtmRUxRnvM","wRXEYqniRqRZKGEaXXVZDTXfhumQIR/QoobotWR","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","sXKgTHRPjzcbBUDtArRzQzDqo/VQHFFQCtTGvCe","1-0:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"JfigQaWOwBiPa/eaoDiUSGzTxXOEyiCSVAvQYHf","FQcADmYyYVRSKnaVLMQHmTFENIZuh/KIgBRqqZc","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","UjULFELalYwXqXSzqpmUdaEhYVTRQcTg/ADKDHY","1-1:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"kIQdSmQjeGTXLxbgMwGLLWCOYRGueiZRJdou/JX","NAcOCgXSB/aDULZ/jMaUyViVZytfTcOYDpjRhIR","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","EnnzZ+rBuAWYrGNoQwbhfooPufUBTYGpRYYTbYA","1-1:1.8.0",2022-09-09T00:00:00,2022-09-15T00:00:00
"mJXkoB/OvlTVLWUMrqFsLgWkuuRsgAUURlTeTuO","rmiCfhiKqTllFbLfRXhCSspkf/XXAzQfdcwRUEy","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","oVAVeNEVYkzFIvQZNWJlKUMeQOWWMWRXS+WSCwX","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"kLzgvvaiWWUIWtHcpLh/XLoCdWLXKlQIrVrUSTi","DDLcDHuDWRlMTmeiABRTHVsuTKibnbS+VirAyIP","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","VLGpW/FiZIZoFxQKXYe+YZClXbQkFSxvBXJPEbk","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"zceocRbgSIssSPbWsi/nbUlOXbTKbTQfMURsRVB","PEeOSQTQZjJdddqTOYsOsvmQNSYzUyRWsRopImW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","bCSeFRnU+UDsAVQxe+XyAfpQXaQFXUyltjvUYmj","1-1:1.8.0",2022-09-09T00:00:00,2022-09-15T00:00:00
"gWUGmhuQUgWjVnSLhlgcAHiMRZUmKFVaXWUQCLn","lfEVTNFfJSNKgSoystFREQitzyUpZPjaXdUEMZS","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","FKb+XogulQtsmXUdbXfOAlqVxUvWwqSSuRWStKv","1-0:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"XspqoEtEPenJvWgUbBbZdzjxuMntEjzkUXXGbPg","bIHeBXdduTzPRsqhDBqvaDZWUznASlhylhDlBrS","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","XjpUzYmXtHlPUO+XZLiJpw/nQUJqakFWE+XbNUB","1-1:1.8.0",2022-09-09T00:00:00,2022-09-27T00:00:00
"'+ShWZXKlfGePTYSVQfYSmQZOHRMCSngmoySmjJi","xNWYqIIzAPdOXhgDSXfzDOeo+eDY/OeHQPdQkYA","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","GcIcVORIpVjxUZMEIYJYXlAYlcNOcIWs/KzZBDW","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"ZTUkmXzyZdjFPWIMdPqSjGOFDzQQdGASSjGifkU","onXMQYIGwAkXHSaRsTOTdARy/lqSF+DTpxZegCP","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ZnSet+GTSjYHfzNWPVTTaYrHYCaiOyxI+yX/ntZ","1-1:1.8.0",2022-09-09T00:00:00,2022-09-23T00:00:00
"OSEmsMcYRJdRLis+fTXee/hqjVTebWlCjwZRnTh","oLSuYDXZSBVRgOWOtmlyySoSlfvZxPNHHSPNdhD","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","aGSyFgSveNWQzXZIOrxuSY+drEYSeJXPSwByKUZ","1-1:1.8.0",2022-09-09T00:00:00,2022-09-26T00:00:00
"XeChU+edIdwD+AzrHyuHkq+BZYkiVOCDFzWyLLB","chVBDMKVTqkMoZhieWBYrwExt/MJwmUQTTCYHuW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","YToxCcUsLWIrVeZRRQfRRjeaQqIyCG/tSVTHVev","1-1:1.8.0",2022-09-09T00:00:00,2022-09-16T00:00:00
"oiiYTEyFCWyyaRlRhxnMBJQZgLqlukMnoSGcnWA","DWvwav/GKOJYZLeoyR/eqXGi+EBKMSUXUZzDQiY","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","BYWgSdQKXuVOGPfZYlyYUlfsFTQZDWpvZVIRsaz","1-0:1.8.0",2022-09-09T00:00:00,2022-09-16T00:00:00
"XrlcCdhfVZNvWySbp+GGmNbldHcFqVXW+aqRbCm","SBjWBiRxHwKZVEkHZQUmQlYBLClQRYoWSBksSLr","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","vXYUJBDKhCvIvWVWnIWPXvGfTjeJNsMXdaaBAFg","1-1:1.8.0",2022-09-09T00:00:00,2022-09-27T00:00:00
"fFFBhkwXTBszXHLSBYGFfUVfTWLCtuSEbvgpJZB","T/mx/DjlshNiiPSFbTrRjFNGq/Ql/dHrWYsJNBQ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","BSYWGTMHSVWYQfCHTcgJhKkEgzpT+hfYtBqFu/j","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"W+vYNnTxjTTsRRVwoCZVUDrQMxYmfFIFQiKsTq/","WxziXCEeIcESyfzKQyXdLUNoc+A+aKZgXdECQ+e","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","HsokSlkEVUEf+loaRitGVxqak/MjgwVsQFWmuLh","1-1:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"VsWpWX/RF+afMTEERDXPlTi+VEwKjmtSfXx/yin","UREUcpv/fOOQFKWczFjvXeMHXWaVWgNeMVUiwIZ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","gmefqnYETJdMFbmKUpGgDcIenro+SXqqNEUxesR","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"icrZZEYHoUICTQhn/toW/UUQUPGlmDWRxTuVxmj","RQyRlQTBpVKKSXhpJyxqjsIouNFUYoTsqKVBvGE","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ZQUyuQWvAuSLwPtY/xHRUsEbOCSdYAAhsLCyhYg","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"jjkEQsZMjTzmNRQadRuYcTZWffuHgKGjfRTxDL+","RviVUyRMkTRYuPeUAsrGNqbtETfBPoTlSOrSWiy","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","eXEUxplhRhaKSbgUD/QhG+IRWBtueGEhbSYNalE","1-0:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"OxMULtCZvERnZjYDPbXAUdkEIYLPGnFsvt+dYAn","IjSadSUWSM/LsCxBHrklEMKzPFBGcSICeQhVZzs","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","zLUYRrImcUOiBSbEBdmZslCcVvECYVzDBbxEhTC","1-0:1.8.2",2022-09-09T00:00:00,2022-10-17T00:00:00
"Yv/UdFNjLWeQpRBZHA/ZYViZpLawYnAnKVxXyWU","IVDXSwnVUnPQfG+FflBDlxQMdDkxb+TEWzXzSuL","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","zZ/nUHaTRQsoSfkLrqZTqjgDEcTVUVjkZGVYYjz","1-1:1.8.0",2022-09-09T00:00:00,2022-09-20T00:00:00
"Pg/jaVTRczjZeIRCVgckCOVfWTrqWTxWkiG/CYj","DnEmrJPTNXHUUibZeSxXwfQxAYMBVKoRAKLOsxC","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","uArKKofLYIXMLSftjVxCwRKTVmAgf/D/SLdCrl/","1-1:1.8.0",2022-09-09T00:00:00,2022-10-21T00:00:00
"SG+MZhTVxVgOrfCpeXBkWBVmlOFVx+hxSfqmrgi","SLuHOToOnRFWYNqXkMPKZuhHsbKBVYMSYRoJiAU","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","/uKcUSiSpkSYhgkyLvCVSAvtDPXzFgVRTVHucrv","1-1:1.8.0",2022-09-09T00:00:00,2022-09-20T00:00:00
"SoUmJwpY/VyyMlVMVRRRwRguuRrnFWURJo/TXjQ","cuSLBPNjvcUhyVjrTVtiyTZXWTQuInTwowWFRtE","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","fIFsJOgxkQIYOjshXuEakSiTohcTYEJBYCarnFt","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"JOkQORTFNDXOJPJKZVEgkSfWFVYIMiOfRSxezTT","SvQlYhSOwxwObnjOTVyCXlWPkWSUyzOWCTY/WCX","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","aWvF+ADoqGNuwVDAMVXVWhJEgZkhxYiVwqKxpYB","1-0:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
