"Installation","Installation type","Record created on","Object changed on","SPARTE_TEXT","AKLASSE","AKLASSE_TEXT","TARIFTYP","TARIFTYP_TEXT","BRANCHE","BRANCHE_TEXT","ABLEINH","ME_MA_ID","HAUS"
"ASvSEIKTmUoeXcpLWEIVIxxMuouGRvWjUWqnMCx","HAUS","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09D3012","ktKeJTx/kmmRrwiWzN+RUkQSEoZXUwdYXXBVlHI","UsGeVxRjsRHuiQLRniR/LgvuVOPeRBxBUiuQWxx"
"INTbdNKXD/ej+RGeSYsZRQfQzsTDYiLSqhP+YMt","HAUS","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7024","ixuleVVnZWOXUYLLAzAufhUpygRcWrBMiPXORUK","SkCSZBThmXkoPSNeVVPYSHzFYSTTToiOTNgCWpR"
"WIrEYJvXjcpugMEKZXcPvMuWTOzZyXQbFZFciRX","HAUS","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7025","NKRyqEpVQVgFSXrpIrXHuDCUapIFI+msKFZwrMx","hVjjNS/vWasZGgHYdcEg+hCp/rznWKrWoVOcQns"
"tldccUR+RTzSQvOC/QaQARzNdMXcFCUxKiZVYUj","HAUS","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3013","TkszVzOXQPYUURQSYQzkh/ZXXyJumUOaz/HzvcK","SXFpKMNMRWJrpqVwyqzhIgXTQYJYGZNmNUJtyUv"
"'+XZUpnHTxGpWeUhVlGrSdRZcCW+CeVbhHdEJFhY","GEWE","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","GGA 535","Lebensmitteleinzelhandel","J09D5472","QvJmDsZUwyGVSLSQaciyZKSDkzysHKYPxHdZlST","TYmbpFAuBaFvZ+orAfnluweITQFFXDhzH/yLkHq"
"veMroTdLhXVVToIIlrXixqnR/QNbuZbjZKRiZkq","HAUS","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D5475","eWIxwReyU+JnpBXiQSUcQURYBUWXrLZGOeUIVGV","pBB/qAfw+WWoR/jeIhosh/noWHwzpQQpjHZsIFn"
"ddueHp+aYIyUApswbKmWzhJlPiciaiFGMUgXQZ+","HAUS","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09D3301","VpTFMasTHZXzRfRySKRgwSZoSXjsYyLMLnVFZg+","CJfPAQXTqxDOR/HBfhdXAr/lTXiKQclZPVPeGNf"
"/VFXABUUUGOtgTaCC/oqGGZZCgXIOSRHPxXVaAf","HAUS","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3011","igBYppVcZvrudgSAZTWRvMfbx+cSatgFpKCHRXO","kARQzItLTDpSXLBVQunfSLLiWbvwsy+mJybYoyi"
"XpvnAOldTdzCUePMAoRdpHavlwazNwnMhQIpRvk","HAUS","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3012","VwdBWsyQCiJwefuQwzCqLmLU+r/GzJDiYop+zYX","HazxqyOaSITEFYFscx/TUheXDDwZryYhKQQncRm"
"FNdwdfMooKeadIYbqIfWtBcmxy+RpWWtPcvXVRI","HAUS","2020-01-24T00:00:00","2022-11-17T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7021","utkJNeTqvwvYtiqQJlxlNSdncZ/pEZHFLbzWVay","GluueHDWFERoOKdWkBUdrQCNVPFJqDFZsi+kRbS"
"JXxZKmnjI/+JZTqUvnczmYFKCYsjVWpfGhFBYOA","","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA","Private Haushalte","J09D4011","USAiZrYVsUCQtqhmgnGqObPYSHeqlCtqZmlrMGV","VQldnvWdLgbRqTbJyuncRV/MtcwUtejFjKrOsMW"
"LDKmHLmKQkmmZpBqaqEXzUceUVTYdOHJQQWFZDz","HAUS","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7023","oxoveRAHxYRVHhXf/XK+Z/uNpLbJEytVR/ZdqPp","VWXOeY/MKAMMrTjXLYVSsCxxYNMWEEcxIQvTPZb"
"RbwTYPRnpmnwRiTYvgaAVUrZRYITjicCFrBWWfo","HEIZ","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7024","PXUvJnEJ/Q+KKddusQJTVnhVounrlQrRQROGU/H","GUOTdEv/QVrBHJxwekupekwvZXfjywYVU+XVEBU"
"xwjamZNqWETQipSUGUUciJvGDitjwkVtXBZNwiV","HAUS","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7022","rX+ARov/ZiRWEwIkcesTVqYIyQmUoXtFVPWYXO+","RJOVZTQZaLblfBbGQqASlBLxZugIwqBlIHG+efU"
"wEYKKsYY/WHvfUgYTChYHuyTVxqKnfgUYFhQToX","WAEP","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3301","cwGCfRGVUjqwmcikqXRYX/zlyWLMR/WCKWpLMXn","sQAOAYAeQZLCTWXSuXFTQuipyQxznhypAjxVhkM"
"VzSfKjLbsCUYXKOMCTPbXgT+erzpteawIoz/fUO","WAEP","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D6243","ckTUWjQWvVIeZyEraqByVpZSRKVckx+SVdbCUoL","sTYwmfiaLvdRsuJRUZlnXcXy/rBWaKUOqfIrYqM"
"rTVWkCcGVfkzvlQYrytNyxsbQq/SRzjqQbRwTZQ","WAEP","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3301","FCUGmLgzIqRfsEROammDugXSeHZXJvyRhZpMifC","KUXuXrrVzfWjnRRUYIyBx+/IFXNtKZGcgDPGlWp"
"FUQyXSSWqP/ffDQViXaZjeVOQCcSdmbYOqIPuRd","WAEP","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3301","UZiXueeNSbAGDNzFFjKnTZTaPiJEnEUqwo+WVBG","BoqEAruiTLCS/nd/TmwTxXMcW/QIHLHEmphbKWY"
"lxaSQQPvKVUVDYgr+zRMmcZE+YXacVuPutfSJvV","WAEP","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3301","FSfvfSEUSHXZkWqpEy/RfKVjXZBrvqRAfVQsILo","YRQDgRWwstWEqbOBnWnrAFqpAKGRnX/xsWoJxuh"
"ZPWUZ+uVoVOFZIMSYncRSvujVGJbIjytACQTWGj","","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","DDN","H. von Möbeln, Schmuck, Musikinstrumente","J09D4011","pVNpnYEC+mTlcoXVTIJWVqQqkDzSRFPXlOSXxVW","ySUaJZS+SRlrwvwDmITZQYwwnUMWWicodCHXWkk"
"fjXLVhWhvcuKlKRhRvgZopCkfoliLrTaqlNaCzn","WAEP","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3301","RLdXoGdpQCRE/VUkSQloXnCYkMRTBMOvgYTIFeY","osVR/KJXtIrZdeRKTDTqaUerlpMyvAlvqEcRXKt"
"RXbsoyyFkhWJMTUNYuXZWsxWMFRAuruHJTJLGUT","WAEP","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3301","eiUPWGDsYpWZVPLaLxBlbbZXjGRcIDMCHXoHjdZ","YRGTBuMwntSDUUWCyTLgURZLvUQcpYhUWtSGNrU"
"WYyRpORHAUsRVrZHuQ/XkVFUOLqcn+nlGPrmhPZ","WAEP","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3301","DXAcXSRWAHDhWQZzW+rRJiXnkKFUgdvWbwkeDcJ","jWJcMbQHttyLKOXHAurIbgx+XYGLICbEIwaSWLo"
"YW+mIUosYJHCpRrvcOHNIReEUuLLysIJxDVqphC","1114","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7023","NLPxU/n/FYRYVZKxXxJOWUsGVkYUTSofrnXESvt","HyYJpLSJTSrQaVOQANE/xRfMuScUqmYAxQMfBWS"
"obSHOZfcYzBT+tPUYVzoVtjVF+QZZvTODQTuFyV","HAUS","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7023","vQTRTTnftDTpQhPTVOPVtxJuRBGayhgrG+UH/sk","'+cUGGKOUKoRkYgdabRYWxYsMuKuDtzdSMXaxPXO"
"/MWVB/ufsSnaFUWII+WZUsgKZmFtaRCHpFqhWcQ","HAUS","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7024","FiwfmRXWgX/ogFbYSmkATJYtMRTK+FSXxJqRIRF","BRCQuCL/xheGUPRMbLTOUuXvUUXXhaMi+yEVmZI"
"rTCqGVlnZdIKeworyLdlXYCuLZGzvYQkIx/iCQi","HAUS","2020-01-24T00:00:00","2020-01-25T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7024","oAwKQaDD/YZuMiAARxfYKjXRSzSracTfvTxPgpf","XesmAHXkVUqwOyjuQBuTRyFcknOZaa+qASJDyrO"
"zzsgOhyUwfxRXWzVaVCnoZvurxbVsBTQFammNNO","WAEP","2020-01-24T00:00:00","2025-01-20T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3301","MHBYsv+yBUcYMUJwYJXWUOVBWUsjFe+WYegRDSG","SEQoiNnqWUUW+IYiSJDEQJVmvZmpUUIXvajvRJL"
"KLdAryuEZxLzeDTtGQRto/aQgboUUQYyYXEtZRE","WAEP","2020-01-24T00:00:00","2022-06-24T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-SP3","Strom SLP Wärmepumpe getr. Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3301","XQLrBiTHJElTAmbvCTBqfnYSVW+CiIIcmtQGBgX","kkHezXvalq+WdmYYZRZYiNIbTNjXPiZWGTnpBVa"
"XBCbmRlhQDQcRk+uqxvNyQcXCKTgYQhRSKAzNBh","HAUS","2020-01-24T00:00:00","2023-12-06T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09D3012","PzlgTaaHOMapSugkbeEngRglkxHhxBpcQlkzvoC","UsGeVxRjsRHuiQLRniR/LgvuVOPeRBxBUiuQWxx"
"RmJcSiTP+lLGXivRWGuQWRAbJCxlPxURQoeFgcD","HAUS","2020-01-24T00:00:00","2021-01-08T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-SP1","Strom SLP Speicherhzg. getr.Messung","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7022","BkzCYohHltvkeQTXHKyNFrHQNcUXzVnFEaWEYrH","QJRPXRhOXXmCZBQCYJjHZmWT/+ovOVsnw+inUm+"
"paXyBtzKSnZtwDnIUdvhLDYXSClQvVAXk/XRTJB","HAUS","2020-01-24T00:00:00","2025-11-20T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09D3301","HrdNasfaSd/wxHgRYTRdcgcpTWgyXxiAoSceWoR","KLjQhBUlpEdzGeEMqSNIafxf++GuzhVQ+FHWRjw"
"RSq+oPpnFmMXVmTIGIhUgMVInwTeLPW/tWAY+lq","HAUS","2020-01-24T00:00:00","2022-01-20T00:00:00","Strom","SLP","Standard-Lastprofil","ESJ-XNLSP","Strom SLP Speicherhzg. - LP-Gew. HT","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D6245","SEYCWgjxZUYOkRZ/UkoVKY/tnNWEzHULUVosYWx","KiujVocubwIdQmqKQcUxVsXUyNzyfcgpnGTTSud"
"jRjUCgvfZqocoTwF+kzfLpyokchYBUjLDzUJHJw","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09D4011","kpSGReaUjCriXYyBNiqWOiBcC+GjU/zWuBoYUuA","kGBpVRKgaN/T+WcQhGZPlTDAeVhSAbKzztWlexp"
"TEQNdTO/HgRMaVQRxJcdPZMYTLQwfHTAxUVvSOo","1018","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7025","hgVfxgFRTLcezBLRKOSZPiDgNUNUoebYRLylTMy","StRgezoQxUWaLl/TkDQVfuXKPbuSFwJFjRwqQRd"
"bUeDMxhyc/LTppUoIflloYqxZGUQLJpRFSQCDem","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09D4011","USxIVUqfxyDSsV+HQMbZlSNTwlZTnSsQIlSX/Pa","YfcRqXTDpncjTDxWCkqDXEMXBcJuZMvmXBBSdzh"
"tRXWktENebPBgLPTvAWYnWvcNKCSTpcCJwdOBmn","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09D4011","LGmMNWr/uYbPgxZXqCTkWmvUlJ/++XiCdfKnBQv","EyUuotVvJbUEFlqzhHPzJXPFSiIOvAFTxvUXm+R"
"lUZnl/zKZYyFoqNVvAgWGZeMvYfKKFECVjjVGmz","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09D4011","QgqvkSjVKELm+FXYEVgagFRkugadxcnEtcvVswj","QkzYfHFJxVQWCTTK/NpYHpF/Q++AmXYClcdQUcC"
"'+QQPFsSNPOfVQmGQfasQAqerrUDbSKtRUHLyxvh","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09D4011","yISQkiYKGdsVzRGrRpATpeZZWGgeykZhFGhHnKe","VcIDoEIBuQMQgFLHdUORdPuRLUMYYMOCDXZZRYW"
"ZBhKevayYjoSVVagOIxAuioUXaLVVZtruYVZOle","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7021","sLUQYVenQconTvKYYdxXKMXfVrDVSfpBBFpYYjR","UkwmrijcgwRUZRFZUEplNIgtgDUcFDHUQJnSpJt"
"DKMGSRFhqVvPlIjtQUguTRkNNZpLXReRXDQxlSI","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D6241","hsZWwUKXChRtzaZWmGKlXGXpQlWezNFxLbcwzhE","pSzsSLtHUqtdufDhysgDGLVTOBl/IV+vzxZZKug"
"bKGUp+atf/EnMKAVMLrjQaRtDgtxoSpoEQ/uBwn","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D6241","Y+FIgVUWffvQkhMZSHtBtvYTNQfnP/esSzcEUCM","UYMTUjLzSCTxlXKYWDqIVYkUSyqQzZZSpEzsWKC"
"ssKNxypUkRUhTxCRc+EQgPFmEGVxyZtvrSYnQxw","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7022","mUhWnkrFrVOPHoMLODANcjyRNXbCtjGWMZI/oSJ","ew+SweXtvFGMXjVfvZjfezuVYWwWnEAYxGHMUS+"
"'+tyZzaTfQvSFNiYL/ThxoshdQnYwbYMyWqzGLvT","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09D4011","wTVCSyIgDYUeTwTDVFTXUeQSeFTWyeEmnAONQHp","U/RgoUepZjNtXSfbESqmUYQhiwlYhDLqAVMJcjG"
"eZYAw+R+CTSfvzPszcmCXZEXMYFHLa/wsXu+Gzq","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7022","QzWfJUXSGOrWBkNIHrsQRQTQYnK+eZYnJxL/qCX","BNc/YXRDSKqZCIeTXyZUaiYitUKRGVHfsTmTXNr"
"HZ/TaZEFatUpNgDdu+cbkkOSKdnAmXEWIjHQbVQ","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D6242","feVvPUEMUoYuQWASYDRJzojvBRRfzkkXiDWoykF","VBsjCVKZ+WBFWQCQNtCdSCxlIrEFFIYiprNxctj"
"FdVlJkzVNSBSNwXV+TSsdEzItjFsGAhDRoedbvx","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D6242","WLzCSaHqBQmUGrHKPnUwHVCflYDQTosEYwSChkg","rDRWrWUZpMRLCWUEJXTCprtynUmCKlNrrvjOukF"
"AGSStQSWCNIoWAduYRRAJqxCwkMQjRSXGYTfhUk","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7023","/aEKotHR/eRWnAeQKyfkWDjxHZJuSUEib+BSoQi","QgLAnSqaFDUklsTvPSXPJEeWMxjoZXZCj/WzDhH"
"gysycUcxaStMXzYYhLjKvWrMShTr/YpYMZkKXfv","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D6243","HaRVFRVMQBXOvXVqVpW/tYzoYUDmnBpZeTiMghU","TKHsVvDTDAeHtQqVvAGY+jQoNAUHvCmRJhdStjg"
"YGwSRPIsvXzWCbNWcPhXdzjCPlNbZZQGB/MUGIa","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7024","zLtZuDtdUWKmXLhWAcAvDfWESHcTRZKPHnXMujQ","GSrGZIHxhWFENXRcBdDBkpZBWSBKGUmoTiRXEKx"
"VtOcxeiQNTVXhNTpjcxWVWTqTkfmvIjXb/tMHZx","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09D4011","KY/ocDTVI+CqRUtUNGQkAqckixkKfcOCQNfxSaj","PhpMgiWYZbjiUAwIWPoLcFtEsStnSBBmCJxVeqL"
"h/DluTLnWnbVtqZVganDvqWAmZE/WXZrc/CTRTi","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D7024","oKruLWyqZLOgzjDqGtFtmAkzYSP/VDxyRRqUQiD","sAypySUdfLZQeaQLl+KpLNdepClcNPhbjeZNDuj"
"'+zI+iUwbRVJNYTwPtTnixjB/FteTaUmgjHaMUSH","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09D4011","KNuOJ+IBMnLMwjZZaGqQYyTIbwKbMTWZzpWSHPQ","FVVfPXyBVFWXNCUHRsZIGYNsxAVfMYVTRnjubWq"
"RjTUnukBWZWWUF+NWBROHYLADVAMi/jScFRHNCC","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D6244","rBfEl+XAvVlQkeEeEwbwcQVjXwmDVMeEKpsRTXf","tIQvXegcLFCQegl+NESOUMhXvmtXdtWfOQAu+XX"
"UJZ+VmUZNTESonSLjyyWXnXqqAEDNTqzcUTFmQz","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D6244","GAraiSUQKUYMNzSmH/sKoDkNRpTKAvXgm+RdoEL","ReZhlwXUlXhCtAWgyXdqcwliBsTNWMLhtChqZ/T"
"RSvukQbdiUuPAcgrhSIUJPVSZCXUZSIpTMbQ+EX","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09D4011","BISkwXoATSwCUqQBaQAHShtOGUXWfyYciKWOpxY","UwqqQIpAAoyIQPkPdWllsKgSmvLRZTQXWdXqcBa"
"GhbVazhJxhQEYOZVbVUNcQRWO/YaIiwtAUj+gdX","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09D4011","/XVQQSnXiHYLEwrUXLmhBeGrpVZSVrCZSPPTgRm","xNykyssFizFyLQNKKPEAXJRfdVsoORVaLLW/MX+"
"InJiXeJQikTWbKXUZwGS+k+OQXmjSAnDTSBSUJU","1000","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3013","'+KoUmNUhgAAXKEusZp+bZLfYXkRJaGqWvXpmXve","tSoNYZUGhQRZIZYbocZOMGbcVSBgTLwMVUTHO+u"
"xaYkmnamNtOkKUKHOeneAATGwgkRUvOsRDlBSxP","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09D3013","chKEKKXsgYkNMCQwYuV/PuZcygQQRM/fuhYOZxQ","FBFcVZgYFsOSZUTOR/oFkmXrWWrMQRrjwpofDbz"
"TuQCogOFaFZvXBTXOMxRSUJeUUFZDGrpOQIaqSS","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09D4011","C/CeFuMZYPSHgSRqbFLCSvQOZwmZRqrQURmmtyx","T/ZsoCICCVZRFYBNZcoUnwZOJVYnIPcdiiQSZYQ"
"WRWtVQ/gGQUVQPymAQVQtILIGfhgwQmkXfoF/Xt","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09D4011","HvUSUmLKKnBDSSngLQtqwaIUrsFnVWztfTzWDMn","rgWPcvTT+xTeIlYZWgShexAUqyVWbnfjXZTCwFk"
